Disease,Protein
C565346,Q96RT5
D001321,Q5HYF7
D001927,Q5HYF7
D015470,Q5HYF7
D008175,Q5HYF7
D006111,P01222
D006111,Q8NH23
D008175,Q8NH23
D001249,Q969D9
D006528,Q969D9
D000544,Q8NG11
D012559,Q8WUV1
D001327,Q9BXA7
D006528,Q16762
D011471,Q16762
D011471,Q8N5M4
D006528,P33981
D011085,P33981
D011085,Q3SXZ7
D002311,Q8WZ50
D049310,Q8WZ50
C535393,P49638
D008175,Q13739
D010024,P68363
D010024,Q8N532
D013274,Q8N532
D015470,Q13885
D001943,Q9BV28
D002311,P07437
D004938,P49411
D013274,Q15672
D001943,P10599
D011471,Q86UY0
D004715,Q9H3M7
D013274,Q9H3M7
D015179,Q16881
D010003,Q16881
D005902,Q17RE6
D011471,Q17RE6
D001321,P29597
D003922,P29597
D009103,P29597
D015179,P19971
D013274,P19971
D001749,P19971
D001927,Q53Y97
D001943,Q53Y97
D006528,Q53Y97
D015179,Q53Y97
D008175,Q53Y97
D008228,Q53Y97
D011471,Q53Y97
D013274,Q53Y97
D008175,Q6LES1
D010024,Q7Z780
D011471,Q7Z780
D001943,Q5TZN3
D006528,Q5TZN3
D006528,Q96LR5
D003924,Q96LR5
D001321,Q75MF5
D011085,Q75MF5
D006528,Q9NPD8
D001321,Q9UBN9
D001943,Q8WVY7
D013274,Q05BV2
D006528,P09936
D004938,P09936
D011471,Q9BZX2
D002311,Q4KMT7
D009765,Q4KMT7
D003924,P55851
D009765,P55851
D009765,P55916
D011471,P55916
D018288,Q9H3F9
D003414,Q9H3F9
D005878,Q9H3F9
D006689,Q9H3F9
D006932,Q9H3F9
D012559,Q8WX91
D011471,Q9UHH3
D001749,Q9HCT7
D006528,Q96T88
D013274,Q9BZM5
D009101,Q96C45
D001943,P11172
D006528,P11172
D015179,P11172
D004915,P11172
D011471,P11172
D013274,P11172
D011471,Q70J99
D002292,Q4W5H4
D015179,Q6FHS8
D010300,Q16831
D001321,Q6AHZ8
D002446,Q6AHZ8
D001943,Q6IAS0
D009765,P22695
D013274,Q5T4A9
D006528,Q96N76
D008175,Q9UMW8
D011471,Q96RU2
D006528,Q08AK7
D003924,Q86UV5
D011471,Q93009
D001749,Q93009
D004715,Q9Y2C2
D011471,Q9UBK9
D006528,Q6EMK4
D011471,Q9UKW4
D006528,P19320
D003093,P19320
C535932,P19320
D009103,P19320
D004715,Q86W61
D010024,P18206
C563476,Q9HAP1
D011471,Q9HAP1
D010003,Q5JSD2
D000505,Q6T928
D001943,Q6T928
D000083242,Q6T928
D015451,Q6T928
D009103,Q6T928
D011471,Q6T928
C562794,Q6T928
D000544,Q96FD9
D001249,Q96FD9
D008269,Q96FD9
D012516,Q96FD9
D011471,Q96FD9
D001943,Q8TEV2
D001943,Q6FH59
D009765,Q05BJ3
D002292,Q9UMS8
D008175,Q9UMS8
D009103,Q9UMS8
D010673,Q9UMS8
D009396,Q9UMS8
D001943,P08670
D010003,P08670
D011471,P08670
D001321,P01282
D011471,P01282
D006528,P32241
D012559,P41587
D001321,Q5VVF8
D009765,Q5VVF8
D002292,Q3SXP2
D015470,Q96AW1
D010300,Q96QK1
D012559,Q96QK1
D001943,Q96JC1
D012559,Q96JC1
D011471,Q4VXZ2
D006528,Q9Y279
D015470,Q9Y279
D000544,Q53RT2
D015179,Q96AJ9
D056725,P04275
D056729,P04275
D011471,Q9BTA9
D011471,Q5T8P4
D001321,Q6PIM1
D010024,Q53GN4
C562785,Q9BZH6
D012559,Q9BZH6
D002311,Q53T99
D001249,Q8NI36
D005902,Q8NI36
D006528,Q9H967
D015179,Q9Y5W5
D004938,Q9Y5W5
D013274,Q9Y5W5
D010024,P04628
D001321,P09544
D009765,P56704
D011471,Q8IUM6
D008175,Q6DK41
D001943,Q93046
D015464,Q93046
D015470,Q93046
D008175,Q93046
D012516,Q93046
D016649,Q93046
D009396,Q93046
D000544,Q9NZC7
D001943,Q9NZC7
D004938,Q9NZC7
D013274,Q9NZC7
D018232,Q9GZV5
D015179,Q6GPH4
D005910,Q6GPH4
D013274,Q6GPH4
D006528,Q9HD64
D005910,P17861
D009103,P17861
D001321,Q585T6
D004938,P98170
D001321,Q01831
D008175,Q01831
D005910,P18887
D011471,P18887
D013274,P18887
D001943,Q53XC8
D004938,Q53XC8
D013274,Q53XC8
D001943,P46937
D006528,P46937
D015179,P46937
D009447,P46937
D001943,Q6PKI6
D002292,Q9GZM5
D001749,Q6ZT45
D009101,Q5JXC6
D006528,Q9Y5A9
D010003,Q53S41
D009101,P25490
D011471,Q05516
C536420,Q9HC78
D011471,Q9HC78
D013274,Q9HC78
D015470,Q8TB76
D011471,Q8TB76
D009765,Q96K80
D001943,Q0D2N5
D003924,Q9BWJ8
D000505,Q8IUH4
D010024,Q8IUH4
D001943,Q32Q63
D003924,Q9H8U3
D011471,Q5QPB1
D000083242,Q8N2Y6
D009765,Q8N2Y6
D011471,Q8N2Y6
D000505,P26651
D006528,P26651
D015179,P47974
D011471,P47974
D009765,Q9UPR6
D006528,Q8N9L1
D006528,Q96T25
D015179,Q9BRR0
D012559,Q969J2
D002446,Q149N7
D015179,Q149N7
D012516,Q149N7
D011471,Q14202
D001321,Q6PJR5
D011471,Q9HCG1
D013274,Q9HCG1
D009765,Q7Z761
D013274,Q13360
D006528,P17027
D003924,Q9Y2Q1
D009103,Q14586
D015179,Q6P495
D011471,Q6P495
D001943,Q495P1
D001943,Q0VAH5
D015179,Q7RTV3
D001943,Q494X3
D012559,Q7Z2X8
D012559,Q6P9A1
D013274,Q9BR84
D012559,Q8N9K5
D015179,Q5MCW4
D008175,Q8IYB9
D002292,Q7L2R6
D002292,Q7Z570
D012559,Q7Z570
D001943,Q9P217
D015179,Q9BUS0
