Drug,Protein
DB06403,P24530
DB06410,P11473
DB06412,P10275
DB06412,P16860
DB06413,Q01959
DB06444,P01375
DB06448,P49354
DB06448,P49356
DB06469,P36888
DB06506,P08908
DB06515,Q8NER1
DB06543,P25963
DB06549,P30411
DB06558,P25101
DB06558,P24530
DB06586,P16233
DB06589,P17948
DB06589,P35968
DB06589,P35916
DB06589,P16234
DB06589,P09619
DB06589,P10721
DB06589,P22607
DB06589,Q08881
DB06589,P05230
DB06589,Q9UQQ2
DB06594,P28335
DB06594,P48039
DB06594,P49286
DB06595,P17252
DB06595,P35968
DB06595,P16234
DB06595,P09619
DB06595,P36888
DB06595,P10721
DB06603,Q13547
DB06603,Q969S8
DB06603,Q96DB2
DB06603,Q92769
DB06603,O15379
DB06603,P56524
DB06603,Q9UQL6
DB06603,Q9UBN7
DB06603,Q8WUI4
DB06603,Q9BY41
DB06603,Q9UKV0
DB06626,P17948
DB06626,P35968
DB06626,P35916
DB06634,P08684
DB06634,P25103
DB06637,Q09470
DB06637,P16389
DB06637,P22001
DB06637,P22459
DB06637,P22460
DB06637,P17658
DB06637,Q96RP8
DB06637,Q16322
DB06637,Q14721
DB06637,Q92953
DB06637,P48547
DB06637,Q96PR1
DB06637,Q14003
DB06637,Q9NSA2
DB06637,Q9NZV8
DB06637,Q9UK17
DB06654,P27338
DB06655,P43220
DB06660,P21452
DB06678,P35367
DB06678,P28223
DB06678,P41595
DB06678,P28335
DB06678,P08913
DB06678,P18089
DB06678,P18825
DB06695,P00734
DB06698,P35367
DB06698,Q9Y5N1
DB06710,P10275
DB06710,P03372
DB06718,P10275
DB06719,P22888
DB06719,P30968
DB06732,P03372
DB06732,P11474
DB06732,P10589
DB06732,P35869
DB06732,Q16678
DB06736,P35354
DB06736,P23219
DB06739,P21731
DB06749,Q9NPD5
DB06750,Q9NPD5
DB06754,P01008
DB06756,Q93088
DB06757,P50213
DB06757,P51553
DB06757,Q15750
DB06757,P05089
DB06757,P02787
DB06772,Q9H4B7
DB06774,Q8NER1
DB06774,Q99623
DB06789,P06401
DB06809,P61073
DB06813,P00374
DB06813,P04818
DB06813,Q05932
DB06819,P95468
DB06819,Q13547
DB06819,Q969S8
DB06819,Q96DB2
DB06819,Q92769
DB06819,O15379
DB06819,P56524
DB06819,Q9UQL6
DB06819,Q9UBN7
DB06819,Q8WUI4
DB06819,Q9BY41
DB06819,Q9UKV0
DB06825,P30968
DB07232,P09874
DB07232,Q9UGN5
DB07338,P56601
DB07338,P32397
DB07352,Q5G940
DB07374,Q96L21
DB07374,P40429
DB07374,P62829
DB07374,P61313
DB07374,P84098
DB07374,P62750
DB07374,Q9UHA3
DB07374,Q9UNX3
DB07374,P62917
DB07374,P61927
DB07374,P39023
DB07374,P62913
DB07374,P55769
DB07615,O60760
DB07715,P68400
DB07715,P16544
DB07715,Q5G940
DB07715,P35869
DB07767,P51584
DB07767,P10478
DB07767,D2YW37
DB07767,Q55813
DB07795,Q01043
DB07795,Q00534
DB07941,Q16539
DB08059,P48736
DB08059,P53350
DB08059,P27986
DB08059,P42336
DB08162,P61925
DB08162,P17612
DB08162,Q13464
DB08162,O75116
DB08399,P25705
DB08399,P06576
DB08399,P36542
DB08633,P50579
DB08799,P35367
DB08800,P35367
DB08801,P35367
DB08801,P08172
DB08802,P35367
DB08804,P10275
DB08804,P01100
DB08804,P28223
DB08804,P41595
DB08804,P28335
DB08804,P28222
DB08804,P08069
DB08804,P21728
DB08804,P21918
DB08804,P14416
DB08804,P35462
DB08804,P21917
DB08810,P08908
DB08810,P28223
DB08810,Q13639
DB08813,P01008
DB08813,P16109
DB08813,P01100
DB08813,P01106
DB08814,P23219
DB08814,P19838
DB08814,P35228
DB08814,Q9Y233
DB08815,P14416
DB08815,P28223
DB08815,P34969
DB08815,P08908
DB08815,P18825
DB08815,P08913
DB08820,P13569
DB08828,Q99835
DB08834,P08648
DB08835,Q04609
DB08838,P18825
DB08838,Q9Y2I1
DB08838,P02708
DB08838,Q05586
DB08838,P48048
DB08838,Q00975
DB08838,Q9UHC3
DB08846,P00915
DB08846,P00918
DB08846,P07451
DB08846,P22748
DB08846,P35218
DB08846,Q9Y2D0
DB08846,P23280
DB08846,P43166
DB08846,Q16790
DB08846,O43570
DB08846,Q9ULX7
DB08846,P68400
DB08846,P17612
DB08846,P17252
DB08846,P05771
DB08846,P43405
DB08846,Q14534
DB08865,Q9UM73
DB08865,P08581
DB08865,P08922
DB08865,Q04912
DB08868,Q9H228
DB08868,P21453
DB08868,Q99500
DB08868,Q13547
DB08868,O95977
DB08877,O60674
DB08877,P23458
DB08877,P52333
DB08877,P29597
DB08882,P27487
DB08889,P28074
DB08889,P28062
DB08889,P20618
DB08889,P28065
DB08889,P49721
DB08889,P40306
DB08895,P23458
DB08895,O60674
DB08895,P52333
DB08895,P29597
DB08896,P17948
DB08896,P35968
DB08896,P35916
DB08896,P10721
DB08896,P16234
DB08896,P09619
DB08896,P11362
DB08896,P21802
DB08896,Q02763
DB08896,Q16832
DB08896,P04629
DB08896,P29317
DB08896,P04049
DB08896,P15056
DB08896,Q15759
DB08896,P42685
DB08896,P00519
DB08896,P07949
DB08899,P10275
DB08901,P00519
DB08901,P11274
DB08901,P10721
DB08901,P07949
DB08901,Q02763
DB08901,P36888
DB08901,P11362
DB08901,P21802
DB08901,P22607
DB08901,P22455
DB08901,P06239
DB08901,P12931
DB08901,P07948
DB08901,P35968
DB08901,P16234
DB08906,P04150
DB08906,P06401
DB08906,P08235
DB08907,P31639
DB08908,Q14145
DB08908,Q04206
DB08911,Q02750
DB08911,P36507
DB08916,P00533
DB08916,P04626
DB08916,Q15303
DB08922,P28223
DB08922,P14416
DB08922,P08908
DB08922,P35367
DB08922,P21917
DB08922,P35348
DB08922,P35368
DB08922,P25100
DB08932,P25101
DB08932,P24530
DB08951,P14618
DB08954,Q13224
DB08954,Q05586
DB08954,P48549
DB08954,P48051
DB08954,P48544
DB08995,P35869
DB09019,O15393
DB09019,Q9BYF1
DB09031,P08183
DB09053,Q06187
DB09061,P21554
DB09061,P34972
DB09061,P47775
DB09061,P23415
DB09061,P23415
DB09061,P48167
DB09061,O75311
DB09061,Q14330
DB09061,Q9Y2T6
DB09061,P08908
DB09061,P28223
DB09061,P36544
DB09061,P41143
DB09061,P35372
DB09061,P37231
DB09061,Q8NER1
DB09061,O43497
DB09061,O95180
DB09061,Q9P0X4
DB09061,O75762
DB09061,Q7Z2W7
DB09061,Q9Y5S1
DB09061,Q8NET8
DB09061,Q9HBA0
DB09061,P21796
DB09061,P46098
DB09061,P30542
DB09061,P23219
DB09061,P35354
DB09061,P24752
DB09061,P05093
DB09061,P04035
DB09061,P00390
DB09061,P07203
DB09061,P14902
DB09061,Q16678
DB09061,P15559
DB09061,P04040
DB09061,P20815
DB09061,P10635
DB09061,P00441
DB09061,P05177
DB09061,P24462
DB09061,Q16613
DB09061,Q02083
DB09064,Q07869
DB09068,P31645
DB09068,P46098
DB09068,P34969
DB09068,P28222
DB09068,P08908
DB09068,P08588
DB09068,P23975
DB09069,P42765
DB09070,P03372
DB09072,Q9UBS5
DB09072,O75899
DB09072,Q9HAB3
DB09073,P11802
DB09073,Q00534
DB09074,P09874
DB09074,Q9UGN5
DB09074,Q9Y6F1
DB09074,P42330
DB09086,P03372
DB09086,Q92731
DB09086,P10275
DB09086,Q8NET8
DB09116,P48448
DB09121,Q08828
DB09121,Q08462
DB09121,O95622
DB09130,P05067
DB09130,P23526
DB09130,P62807
DB09130,P04406
DB09130,P15531
DB09130,P10412
DB09130,Q06830
DB09130,P05109
DB09130,P08865
DB09130,P63261
DB09130,P06733
DB09130,P68104
DB09130,P05787
DB09130,P07237
DB09130,P30101
DB09130,P10809
DB09130,P48723
DB09130,P11021
DB09130,P14625
DB09130,P02787
DB09130,Q08288
DB09130,P15880
DB09130,Q07955
DB09130,P22626
DB09130,P31943
DB09130,P31942
DB09130,P61987
DB09130,P14866
DB09130,P23246
DB09130,Q15428
DB09130,P63244
DB09130,P12814
DB09130,Q03154
DB09130,P09525
DB09130,P08758
DB09130,P27797
DB09130,P14618
DB09130,P14550
DB09130,P00387
DB09130,P00390
DB09130,P29401
DB09130,P32119
DB09130,P30041
DB09130,P62937
DB09130,P11142
DB09130,P07900
DB09130,Q15185
DB09130,P31948
DB09130,P56537
DB09130,P60842
DB09130,P06744
DB09130,P00338
DB09130,P00558
DB09130,Q13748
DB09130,P07437
DB09130,P23528
DB09130,P31946
DB09130,P17174
DB09130,P48637
DB09130,P51858
DB09130,P50213
DB09130,O00299
DB09130,Q06323
DB09130,P30086
DB09130,P18669
DB09130,P43487
DB09130,O60701
DB09130,P61769
DB09130,O75880
DB09130,F7VJQ1
DB09130,P23415
DB09130,P42858
DB09130,Q96FI4
DB09130,Q969S2
DB09130,Q6MZM0
DB09130,P05121
DB09130,P29034
DB09130,P26447
DB09130,P37840
DB09130,P23560
DB09130,Q99497
DB09130,P10997
DB09130,Q9UHF0
DB09130,P04217
DB09130,P43652
DB09130,P01019
DB09130,P02765
DB09130,P02743
DB09130,P02647
DB09130,P02652
DB09130,P06727
DB09130,Q0VD83
DB09130,P02655
DB09130,P02656
DB09130,P05090
DB09130,P02649
DB09130,P02749
DB09130,P25311
DB09130,P02747
DB09130,P09871
DB09130,P01024
DB09130,P0C0L5
DB09130,P04003
DB09130,P01031
DB09130,P07358
DB09130,P02748
DB09130,P08603
DB09130,P05156
DB09130,P05452
DB09130,P10909
DB09130,P00734
DB09130,Q07021
DB09130,P06396
DB09130,P69905
DB09130,P68871
DB09130,P45973
DB09130,P00739
DB09130,P35858
DB09130,P01857
DB09130,P01861
DB09130,P01619
DB09130,P15814
DB09130,P19823
DB09130,P01042
DB09130,P04264
DB09130,P13645
DB09130,P35908
DB09130,P35527
DB09130,P02750
DB09130,P51884
DB09130,Q96PD5
DB09130,P00747
DB09130,P27169
DB09130,P02775
DB09130,P01009
DB09130,P29622
DB09130,P08185
DB09130,P05543
DB09130,P01008
DB09130,P05546
DB09130,P36955
DB09130,P08697
DB09130,P05155
DB09130,P02766
DB09130,P04004
DB09130,P51693
DB09140,P00395
DB09140,Q9Y5S8
DB09166,P14867
DB09166,P47869
DB09166,P34903
DB09166,P48169
DB09166,P31644
DB09166,Q16445
DB09166,P18505
DB09166,P47870
DB09166,P28472
DB09166,O14764
DB09166,P78334
DB09166,Q8N1C3
DB09166,P18507
DB09166,Q99928
DB09166,O00591
DB09166,Q9UN88
DB09166,P14867
DB09166,P47869
DB09166,P34903
DB09166,P31644
DB09166,Q8N1C3
DB09166,P18507
DB09166,Q99928
DB09166,P25105
DB09167,P08908
DB09167,P28223
DB09167,P35367
DB09167,P11229
DB09167,P08172
DB09167,P20309
DB09167,P08173
DB09167,P08912
DB09167,P08913
DB09167,P18089
DB09167,P18825
DB09167,P35348
DB09167,P35368
DB09167,P25100
DB09167,P23975
DB09167,P31645
DB09201,P37231
DB09203,P35348
DB09203,P35368
DB09203,P25100
DB09205,P35348
DB09205,P35368
DB09205,P25100
DB09205,P08913
DB09205,P18089
DB09205,P18825
DB09220,O60706
DB09221,P01375
DB09221,P05231
DB09221,P08700
DB09221,P17948
DB09221,P01138
DB09221,P09619
DB09221,P07900
DB09221,P08238
DB09223,P14416
DB09223,P35462
DB09223,P28223
DB09225,P21728
DB09225,P21918
DB09225,P14416
DB09225,P28223
DB09225,P34969
DB09225,P23975
DB09225,P31645
DB09225,P50406
DB09231,Q13936
DB09231,Q01668
DB09231,O60840
DB09231,Q13698
DB09231,Q02641
DB09231,Q08289
DB09231,P54284
DB09231,O00305
DB09231,O00555
DB09231,Q00975
DB09231,O43497
DB09231,O95180
DB09231,Q9P0X4
DB09236,Q13936
DB09236,Q01668
DB09236,O60840
DB09236,Q13698
DB09236,Q02641
DB09236,Q08289
DB09236,P54284
DB09236,O00305
DB09236,O00555
DB09241,P33402
DB09241,P29475
DB09242,P08913
DB09242,Q9Y2I1
DB09256,P04818
DB09257,Q12882
DB09270,P56181
DB09270,P31040
DB09273,P07550
DB09273,P29274
DB09273,O00408
DB09369,P03372
DB09460,P00915
DB09460,P00918
DB09460,P22748
DB09460,Q16790
DB09462,Q03181
DB09462,Q9NZK7
DB09462,Q9NPH2
DB09462,P00325
DB09462,Q14643
DB09462,P09466
DB09462,P17050
DB09462,P84077
DB09462,O43252
DB09462,P23367
DB09462,P69924
DB09462,P17802
DB09462,O14717
DB09462,O43708
DB09477,P12821
DB09477,P46663
DB11094,P11473
DB11094,P02774
DB11133,P37231
DB11133,Q07869
DB11133,P36956
DB11136,P00167
DB11157,P35908
DB11157,Q99456
DB11157,Q9UQF2
DB11431,Q25634
DB11447,P10275
DB11641,P07437
DB11642,Q9Y5N1
DB11642,Q12809
DB11672,P37231
DB11672,P11473
DB11672,O15440
DB11672,P16152
DB11672,P09211
DB11674,Q92731
DB11674,P04278
DB11689,Q02750
DB11689,P36507
DB11697,O60674
DB11697,P36888
DB11699,P46098
DB11738,P08913
DB11752,P17252
DB11752,Q02156
DB11752,Q14790
DB11752,Q15139
DB11752,P42081
DB11752,P35354
DB11752,P24385
DB11752,P01375
DB11752,Q9Z1N9
DB11753,P0A8V2
DB11753,P0A7Z4
DB11753,P0A8T7
DB11757,P29274
DB11757,P30542
DB11827,P31639
DB11828,P00533
DB11841,Q13547
DB11841,Q969S8
DB11841,Q96DB2
DB11841,Q92769
DB11841,O15379
DB11841,P56524
DB11841,Q9UQL6
DB11841,Q9UBN7
DB11841,Q8WUI4
DB11841,Q9BY41
DB11841,Q9UKV0
DB11979,P30968
DB11994,Q13133
DB11994,P55055
DB11994,P09917
DB11994,P05177
DB11994,P08684
DB11994,Q9HB55
DB11994,P20815
DB11994,P24462
DB11994,P05181
DB11994,P11712
DB11994,P10635
DB12001,P11802
DB12001,Q00534
DB12061,P14416
DB12061,P35462
DB12061,P21917
DB12061,P08908
DB12093,P21728
DB12093,P14416
DB12110,P28335
DB12116,P35869
DB12116,P26358
DB12116,Q86XF0
DB12129,P49841
DB12140,P01375
DB12140,P01584
DB12140,P05231
DB12153,A0A0H2UQB5
DB12163,P28335
DB12163,P28223
DB12248,P07550
DB12328,P35869
DB12371,Q9H228
DB12371,P21453
DB12442,P07900
DB12445,P23219
DB12458,P14867
DB12458,P28472
DB12458,P18507
DB12465,P28223
DB12478,P14416
DB12478,P35462
DB12518,P14416
DB12537,P14867
DB12537,P47869
DB12537,P34903
DB12537,P48169
DB12537,P31644
DB12537,Q16445
DB12537,P18505
DB12537,P47870
DB12537,P28472
DB12537,O14764
DB12537,P78334
DB12537,Q8N1C3
DB12537,P18507
DB12537,Q99928
DB12537,O00591
DB12537,Q9UN88
DB12537,P14867
DB12537,P47869
DB12537,P34903
DB12537,P31644
DB12537,Q8N1C3
DB12537,P18507
DB12537,Q99928
DB12579,P14416
DB12622,P08246
DB12695,P62736
DB12695,P60709
DB12695,P06576
DB12695,P56385
DB12695,O75964
DB12695,O43169
DB12695,Q9NR28
DB12695,Q8TF61
DB12695,P52597
DB12695,P61978
DB12695,P34932
DB12695,P04792
DB12695,P61604
DB12695,Q92598
DB12695,P03886
DB12695,Q9Y266
DB12695,Q13219
DB12695,P25788
DB12695,P17980
DB12695,P43487
DB12695,P60903
DB12695,Q12874
DB12695,Q969G3
DB12695,Q96I99
DB12695,O43399
DB12695,P09493
DB12695,P06753
DB12695,P67936
DB12695,Q71U36
DB12695,Q13748
DB12695,P68366
DB12695,Q9H4B7
DB12695,Q13885
DB12695,Q13509
DB12695,P68371
DB12695,P10599
DB12695,P09936
DB12695,P54578
DB12695,P55072
DB12695,P08670
DB12695,P31946
DB12695,P62258
DB12695,Q04917
DB12695,P27348
DB12695,P63104
DB12764,Q9NRA0
DB12769,P0ABQ4
DB12783,P20711
DB12874,P36888
DB12890,P21728
DB13025,P14416
DB13025,P35462
DB13025,P08908
DB13025,P28222
DB13025,P28221
DB13025,P28566
DB13025,P30939
DB13025,P28223
DB13025,P41595
DB13025,P28335
DB13025,P46098
DB13025,O95264
DB13025,Q8WXA8
DB13025,Q70Z44
DB13025,A5X5Y0
DB13025,Q13639
DB13025,P50406
DB13025,P34969
DB13025,P35348
DB13025,P35368
DB13025,P25100
DB13025,P08913
DB13025,P18089
DB13025,P18825
DB13036,Q9Y5Y4
DB13083,O43174
DB13167,P35354
DB13200,Q99062
DB13437,P14867
DB13437,P47869
DB13437,P34903
DB13437,P48169
DB13437,P31644
DB13437,Q16445
DB13437,P18505
DB13437,P47870
DB13437,P28472
DB13437,O14764
DB13437,P78334
DB13437,Q8N1C3
DB13437,P18507
DB13437,Q99928
DB13437,O00591
DB13437,Q9UN88
DB13437,P14867
DB13437,P47869
DB13437,P34903
DB13437,P31644
DB13437,Q8N1C3
DB13437,P18507
DB13437,Q99928
DB13581,P11229
DB13581,P08172
DB13581,P20309
DB13581,P08173
DB13581,P08912
DB13867,P04150
DB13867,P06401
DB13867,P47712
DB13867,P08235
DB13876,P21397
DB13919,P30556
DB13956,P03372
DB13956,Q92731
DB13956,O75469
DB13956,P43681
DB13956,Q15596
DB13956,Q99527
DB13956,P00846
DB13956,Q14457
DB13956,P37059
DB13956,P62508
DB13961,Q96PD7
DB13961,P35354
DB13961,Q5NUL3
DB13961,Q13936
DB13961,Q01668
DB13961,O60840
DB13961,Q13698
DB13961,Q02641
DB13961,Q08289
DB13961,P54284
DB13961,O00305
DB13961,P35498
DB13961,Q9Y5Y9
DB13961,Q9UI33
DB13961,Q99250
DB13961,Q9NY46
DB13961,P35499
DB13961,Q14524
DB13961,Q01118
DB13961,Q9UQD0
DB13961,Q15858
DB13961,Q07699
DB13961,O60939
DB13961,Q9NY72
DB13961,Q8IWT1
DB13961,Q00653
DB13961,P19838
DB13961,P36956
DB13961,Q07869
DB13961,P37231
DB13961,Q03181
DB14001,Q9UDX4
DB14001,O76054
DB14001,O75469
DB14001,P05771
DB14001,P09917
DB14001,P17252
DB14001,P23743
DB14001,Q9Y6T7
DB14001,Q16760
DB14001,P52429
DB14001,Q86XP1
DB14001,P49619
DB14001,O75912
DB14001,Q5KSL6
DB14001,P52824
DB14001,Q13574
DB14060,Q8SPQ9
DB14063,P08183
DB14066,P08183
DB14487,P46663
DB14487,P16455
DB14487,P04075
DB14487,P68104
DB14487,P06733
DB14487,O14556
DB14487,P15531
DB14487,P07237
DB14487,P30101
DB14487,Q06830
DB14487,P78330
DB14487,P60174
DB14487,P49411
DB14487,P03372
DB14487,P08700
DB14487,P02795
DB14487,O14618
DB14487,Q13547
DB14487,P56524
DB14487,P29372
DB14487,P04279
DB14487,P00441
DB14487,Q9BY41
DB14487,O15304
DB14487,P23415
DB14487,Q00987
DB14487,P01308
DB14487,P46939
DB14487,P45381
DB14487,P05109
DB14487,P06702
DB14487,P14780
DB14487,O15350
DB14487,P29034
DB14487,P04637
DB14487,P25713
DB14487,O75340
DB14487,Q8N907
DB14487,P04731
DB14487,P04217
DB14487,P01023
DB14487,P01019
DB14487,P02765
DB14487,P02743
DB14487,P02647
DB14487,P02652
DB14487,P06727
DB14487,Q0VD83
DB14487,P02649
DB14487,O14791
DB14487,P02746
DB14487,P02747
DB14487,P00736
DB14487,P09871
DB14487,P01024
DB14487,P0C0L5
DB14487,P04003
DB14487,P20851
DB14487,P01031
DB14487,P46736
DB14487,P07357
DB14487,P07358
DB14487,P07360
DB14487,P00751
DB14487,P08603
DB14487,P05156
DB14487,P10909
DB14487,P00450
DB14487,P15169
DB14487,P22792
DB14487,P81605
DB14487,P15924
DB14487,P00748
DB14487,P05160
DB14487,P00734
DB14487,O75636
DB14487,P02671
DB14487,P02751
DB14487,P06396
DB14487,P69905
DB14487,P68871
DB14487,P00739
DB14487,Q86YZ3
DB14487,P35858
DB14487,P01876
DB14487,P01871
DB14487,P01599
DB14487,P01619
DB14487,P80748
DB14487,P19827
DB14487,P19823
DB14487,Q06033
DB14487,Q14624
DB14487,P01591
DB14487,P14923
DB14487,P03952
DB14487,P01042
DB14487,P04264
DB14487,P13645
DB14487,P02533
DB14487,P08779
DB14487,P35908
DB14487,P13647
DB14487,P02538
DB14487,P35527
DB14487,P19652
DB14487,Q96PD5
DB14487,P27169
DB14487,P20742
DB14487,P31151
DB14487,P49908
DB14487,P01009
DB14487,P01011
DB14487,P29622
DB14487,P08185
DB14487,P05546
DB14487,P04278
DB14487,P02787
DB14487,P02766
DB14487,P04004
DB14487,P51693
DB14487,Q06481
DB14487,P05067
DB14487,P09874
DB14490,P02786
DB14490,Q9GZT9
DB14490,Q9BY41
DB14490,Q9NZD4
DB14490,P69905
DB14490,Q16595
DB14490,P02794
DB14490,P39748
DB14490,Q96FI4
DB14490,Q969S2
DB14490,P06746
DB14490,P00450
DB14490,P02787
DB14500,P05023
DB14507,O14732
DB14507,P29218
DB14507,P49841
DB14507,P42263
DB14509,O14732
DB14509,P29218
DB14509,P49841
DB14509,P42263
DB14512,P04150
DB14512,P06401
