Disease,Protein
D001249,P05113
D001321,P05113
D017449,P05113
D003876,P05113
D000022,Q8NHV7
D006967,Q8NHV7
D011014,Q8NHV7
D000022,Q75MH2
D058186,Q75MH2
D001172,Q75MH2
D001249,Q75MH2
D001321,Q75MH2
D001327,Q75MH2
D002545,Q75MH2
D001943,Q75MH2
D002056,Q75MH2
D002100,Q75MH2
D002280,Q75MH2
D002292,Q75MH2
D002294,Q75MH2
D003424,Q75MH2
D003866,Q75MH2
D003876,Q75MH2
D003924,Q75MH2
D064420,Q75MH2
D004487,Q75MH2
D005334,Q75MH2
D006261,Q75MH2
D006333,Q75MH2
D006934,Q75MH2
D006967,Q75MH2
D006973,Q75MH2
D007022,Q75MH2
D007249,Q75MH2
D015212,Q75MH2
D007676,Q75MH2
D007896,Q75MH2
D007898,Q75MH2
D015451,Q75MH2
D008103,Q75MH2
D008175,Q75MH2
D008180,Q75MH2
D009101,Q75MH2
D009203,Q75MH2
D009336,Q75MH2
D009362,Q75MH2
D009765,Q75MH2
D015663,Q75MH2
D010051,Q75MH2
D010300,Q75MH2
D011014,Q75MH2
D011471,Q75MH2
D011565,Q75MH2
D012514,Q75MH2
D012559,Q75MH2
D012640,Q75MH2
D018805,Q75MH2
D012871,Q75MH2
D013274,Q75MH2
D020521,Q75MH2
D013345,Q75MH2
D013964,Q75MH2
D014029,Q75MH2
D018487,Q75MH2
D001172,P08887
D001249,P08887
D002289,P08887
D002292,P08887
D012559,P08887
D013274,P08887
D001172,Q5FC07
D002277,Q5FC07
D015179,Q5FC07
D006967,Q5FC07
D010051,Q5FC07
D011014,Q5FC07
D011471,Q5FC07
D009103,Q5FBY8
D009765,Q5FBY8
D003093,P16871
D004715,P16871
D008105,P16871
D009103,P16871
D000022,Q6NZ75
D019970,Q13418
D004827,Q13418
D001321,Q96T52
D010003,Q3B7X4
D012640,P29218
D004715,Q9UPE8
D003294,Q9UPE8
D008545,Q9NQS7
D013274,Q9UK53
D015179,Q9UNL4
D011225,P08476
D014594,P08476
D001321,Q6IBG4
D002292,Q9BS68
D015470,Q9BS68
D001749,Q9BS68
D002294,Q9C055
D012559,Q9C055
D012871,Q9C055
D000544,Q92835
D008607,Q2YD81
D009765,Q2YD81
D058186,P01308
D000544,P01308
D001714,P01308
D003924,P01308
D003928,P01308
D004487,P01308
D006323,P01308
D006333,P01308
D006973,P01308
D015228,P01308
D007003,P01308
D007008,P01308
D007022,P01308
D009765,P01308
D010195,P01308
D016584,P01308
D010300,P01308
D011471,P01308
D012640,P01308
D001745,P01308
D018487,P01308
D014693,P01308
D000544,Q86WY9
D003929,Q86WY9
D010300,Q86WY9
D019966,Q86WY9
D011471,Q96HW7
D017449,Q8WWN9
D007945,Q8WWN9
D015179,Q9Y573
D008545,Q86VS3
D000544,Q96FR4
D001932,Q6P1N4
D001932,Q13576
D008175,Q6DN90
D004827,Q5JU85
D001172,P51617
D003324,P51617
D008180,Q7Z6A8
D011471,Q7Z6A8
D008175,Q6FHN8
D013274,Q6FHN8
D020521,Q6FHN8
D015473,Q7Z5L9
D001281,Q9H1B7
D015451,Q15306
D008175,Q15306
D016410,Q15306
D009101,Q15306
D001172,Q64GB0
D003093,Q64GB0
D008180,Q64GB0
D012595,Q64GB0
D007249,Q92985
D001172,Q02556
D009103,Q02556
D003324,P35568
D003327,P35568
D003924,P35568
D009765,P35568
D011471,P35568
D003924,Q9UP29
D008527,Q9UP29
D013274,Q9UP29
D009447,P61371
D001749,P61371
D010003,Q96AB3
D003924,P56199
D004715,Q9NNZ2
D001171,Q6LDK5
D020521,Q6LDK5
D013921,Q6LDK5
D001321,Q6PJE7
D015212,Q6PJE7
D015451,Q6PJE7
D002294,P08648
D013274,P08648
D001172,P23229
D003110,Q13683
D010051,P53708
D013274,P53708
D015212,P20701
D015473,P20701
D017449,P11215
D015473,P11215
D008180,P11215
D009765,P11215
D020521,P06756
D015473,P20702
D002289,Q5T3E6
D002294,Q5T3E6
D002311,Q5T3E6
D004715,Q5T3E6
D006333,Q5T3E6
D009362,Q5T3E6
D001932,Q96PT7
D003872,Q96PT7
D006967,Q96PT7
D015473,Q96PT7
D011014,Q96PT7
D001321,Q1PBM2
D006470,Q1PBM2
D009203,Q1PBM2
D011471,Q1PBM2
D020521,Q1PBM2
D013921,Q1PBM2
D004715,Q13352
D000022,Q2VP98
D002289,Q2VP98
D004820,Q2VP98
D000022,P18564
D001327,P18564
D019698,P18564
D011656,P18564
D004715,Q9BUG9
D015212,Q9BUG9
D001714,P19827
D008113,P19827
D011125,Q14624
D003110,Q14624
D003924,Q5IWS5
D008654,Q5IWS5
D018487,Q5IWS5
D006973,Q9Y287
D013921,Q5NT82
D011471,Q14643
D001321,Q14573
D001321,Q86VI9
D011471,Q86VI9
D001943,Q53TM3
D011471,Q53TM3
D002294,P07476
D011471,Q9Y6Y0
D003924,Q9NQC1
D011471,Q9NQC1
D001943,Q4KMR2
D021441,Q4KMR2
D005909,Q4KMR2
D008175,Q4KMR2
D013771,Q4KMR2
D001943,Q9Y219
D021441,Q9Y219
D005909,Q9Y219
D009503,Q8N5M9
D011471,Q8IV82
D000022,Q8IXP2
D003093,Q8IXP2
D007249,Q8IXP2
D007938,Q8IXP2
D015470,Q8IXP2
D011087,Q8IXP2
D011471,Q8IXP2
D013920,Q8IXP2
D013923,Q8IXP2
D001749,Q8IXP2
D020246,Q8IXP2
D001321,Q96N16
D008545,Q05DV4
D009103,Q92833
D003924,Q86VZ6
D016889,Q86VZ6
D008180,Q86VZ6
D011471,Q86VZ6
D003324,Q9P266
D001171,Q15652
D001321,Q15652
D001943,Q6NYC1
D008545,Q6NYC1
D008654,Q6NYC1
D010051,Q6NYC1
D011471,Q6NYC1
D015179,Q8WXH2
D001171,Q6FHK0
D002545,Q6FHK0
D001943,Q6FHK0
D003110,Q6FHK0
D006973,Q6FHK0
D008113,Q6FHK0
D008175,Q6FHK0
D012516,Q6FHK0
D013226,Q6FHK0
D013274,Q6FHK0
D008175,Q6IBG3
D013226,Q6IBG3
D019970,P17535
D008103,P17535
D008175,P17535
D013226,P17535
D011471,P14923
D008607,Q7Z3B3
D010051,Q7Z3B3
D008527,Q92794
D011471,Q92794
D006333,Q9H7Z6
D008607,P16389
D012640,P16389
D001281,P22460
D006976,P22460
D004827,Q6FG44
D012559,Q2NLD5
D001281,Q9UK17
D001281,Q2N1I3
D003324,Q2N1I3
D014693,Q2N1I3
D001145,Q75MK9
D001281,Q75MK9
D003110,Q75MK9
D009369,Q75MK9
D016171,Q75MK9
D001477,P48048
D006973,P48048
D009103,Q9BXC5
D003924,Q14654
D012640,Q14654
D001749,Q14500
D001145,P63252
D012871,P63252
D017180,P63252
D010300,Q58F07
D001281,Q4QRJ2
D006327,Q4QRJ2
D014693,Q15842
D003924,Q96T55
D003866,Q6ZW95
D004832,Q9NPC2
D001321,Q5SVK5
D002292,Q5SVK5
D006130,Q5SVK5
D006976,Q5SVK5
D009765,Q5SVK5
D013226,Q5SVK5
D006973,Q16558
D001281,Q9H2S1
D001281,Q96DJ3
D003924,P51787
D004827,Q53Y30
D020936,Q53Y30
D012640,Q53Y30
D004828,Q5JUK3
D009765,Q96SI1
D011471,P24390
D001281,Q08EI0
D015179,Q9Y2K7
D012559,Q8NHM5
D008527,Q9H3R0
D008545,Q9H3R0
D003110,Q9UGL1
D001321,P41229
D002292,P41229
D008607,P41229
D001943,P35968
D015179,P35968
D003928,P35968
D004833,P35968
D004938,P35968
D008175,P35968
D010051,P35968
D010190,P35968
D012559,P35968
D020246,P35968
D002289,Q14145
D002292,Q14145
D005767,Q14145
D007642,Q14145
D008105,Q14145
D011471,Q14145
D008545,Q5VWX1
D003324,Q9P266
D008545,Q6NWY8
D001321,Q12756
D009103,Q4R9M9
D009447,Q4R9M9
D001249,Q8IWH8
D001172,Q12840
D002289,Q6P164
D009203,Q5JRK0
D008607,Q2M1P5
D011628,Q15726
D013274,Q15726
D011628,Q969F8
D011629,Q969F8
D013274,Q969F8
D001943,Q9UMA0
D002289,Q9UMA0
D015470,Q9UMA0
D015473,Q9UMA0
D008415,Q9UMA0
D002277,P21583
D021441,P21583
D064420,P21583
D013736,P21583
D001161,Q9UEF7
D003324,Q9UEF7
D003924,Q9UEF7
D006934,Q9UEF7
D007246,Q9UEF7
D007674,Q9UEF7
D012871,Q9UEF7
D006402,Q13351
D012559,Q9Y4X4
D019966,Q9Y4X4
D004715,Q9Y2Y9
D009203,Q9Y2Y9
D003924,Q8TD94
D011471,Q9UIH9
D015179,Q9Y5W3
D002294,Q5T6X2
D015179,Q5T6X2
D008103,Q5T6X2
D010190,Q5T6X2
D013964,Q5T6X2
D001749,Q5T6X2
D011471,Q99612
D013274,Q99612
D004715,Q13886
D001943,Q96G43
D001943,Q5VTJ3
D006689,Q96DZ8
D019970,Q7Z6D5
D009103,Q8WZ60
D058186,Q6T776
D003928,Q6T776
D006973,Q6T776
D009203,Q6T776
D000022,Q6ICR6
D001943,Q6ICR6
D010051,Q6ICR6
D013274,Q6ICR6
D011471,Q6T775
D011470,Q96A30
D011471,Q96A30
D011471,Q6S9W8
D011655,P03952
D013927,P03952
D011471,Q107X0
D008545,Q12918
D008545,Q8WZ67
D017449,Q9BS61
D007938,Q03164
D007945,Q03164
D015470,Q03164
D054198,Q03164
D011471,Q03164
D013274,Q03164
D001749,Q03164
D015470,Q8NEZ4
D011471,Q8NEZ4
D013274,Q8NEZ4
D001749,Q8NEZ4
D007938,Q8IZD2
D058186,Q05CF8
D000707,Q05CF8
D001145,Q05CF8
D001919,Q05CF8
D003371,Q05CF8
D004487,Q05CF8
D005119,Q05CF8
D006967,Q05CF8
D006973,Q05CF8
D007022,Q05CF8
D010146,Q05CF8
D002294,Q9Y448
D012559,Q5BKZ2
D001171,Q71SP6
D001943,Q71SP6
D002277,Q71SP6
D002289,Q71SP6
D021441,Q71SP6
D002294,Q71SP6
D003110,Q71SP6
D015179,Q71SP6
D004715,Q71SP6
D015470,Q71SP6
D007964,Q71SP6
D008113,Q71SP6
D008175,Q71SP6
D008223,Q71SP6
D009362,Q71SP6
D009369,Q71SP6
D009447,Q71SP6
D010051,Q71SP6
D010190,Q71SP6
D011471,Q71SP6
D013274,Q71SP6
D013964,Q71SP6
D001749,Q71SP6
D014594,Q71SP6
D002294,P04264
D007642,P04264
D002294,P13645
D007642,P13645
D001943,P02533
D002294,P02533
D001749,P08779
D002280,Q04695
D001943,P05783
D008103,P05783
D008113,P05783
D009336,P05783
D001249,P08727
D001327,P08727
D013274,P35900
D002292,Q14532
D001943,Q9UEK9
D002277,Q9UEK9
D002280,Q9UEK9
D001943,Q14CN4
D001749,Q14CN4
D002294,P04259
D002292,Q3KNV1
D008105,Q3KNV1
D002277,Q3SY84
D001943,Q969I0
D002292,Q969I0
D008103,Q969I0
D008113,Q969I0
D013274,Q969I0
D003924,Q8WXI2
D010300,P29622
D002277,Q5T278
D007680,Q5T278
D007249,Q53SY0
D002292,Q86SE4
D004827,Q9H9P8
D008607,Q9H9P8
D001943,Q96JM7
D008527,Q96JM7
D009765,P83111
D015179,Q7Z5W6
D008607,Q7Z5W6
D012559,Q7Z5W6
D012559,P24043
D001749,P24043
D001321,Q8TAS6
D003093,Q8TAS6
D004715,Q8TAS6
D011471,P55268
D011471,Q6NVY8
D002289,Q13753
D008103,Q13753
D013226,P13473
D001321,Q14847
D016889,Q14847
D015473,Q9UHI5
D009765,Q8TCF0
D018805,Q8TCF0
D001943,P52954
D011565,Q5TA77
D011565,Q5T5A8
D011565,Q0VAS7
D058186,P80188
D001172,P80188
D064420,P80188
D007249,P80188
D007674,P80188
D009362,P80188
D009369,P80188
D012128,P80188
D014029,Q5TBN5
D012128,Q6Y1I9
D011471,Q9H6V9
D009203,P00338
D010190,P00338
D001943,Q9BYZ2
D001943,Q5U077
D002292,Q5U077
D011471,Q5U077
D007248,P07864
D003324,Q9UH51
D003327,Q9UH51
D006937,Q9UH51
D006938,Q9UH51
D008103,Q9UH51
D009765,Q9UH51
D019966,Q86YD5
D001943,Q9UJU2
D003110,Q9UJU2
D015451,Q9UJU2
D009362,Q9UJU2
D000544,Q6NT58
D001321,Q6NT58
D001943,Q6NT58
D003110,Q6NT58
D003424,Q6NT58
D003924,Q6NT58
D006937,Q6NT58
D006973,Q6NT58
D007006,Q6NT58
D007247,Q6NT58
D007249,Q6NT58
D015473,Q6NT58
D009765,Q6NT58
D019226,Q6NT58
D011141,Q6NT58
D011471,Q6NT58
D012640,Q6NT58
D013276,Q6NT58
D001943,Q4G138
D003924,Q4G138
D003928,Q4G138
D003929,Q4G138
D006973,Q4G138
D006976,Q4G138
D007006,Q4G138
D007246,Q4G138
D007247,Q4G138
D007674,Q4G138
D009393,Q4G138
D009765,Q4G138
D011628,Q4G138
D012141,Q4G138
D018487,Q4G138
D002289,P09382
D008103,P09382
D009393,P09382
D009203,Q6PIT8
D000022,Q6NVH9
D004938,Q6NVH9
D008545,Q6NVH9
D009203,Q6NVH9
D009336,Q6NVH9
D009362,Q6NVH9
D009393,Q6NVH9
D010003,Q6NVH9
D013274,Q6NVH9
D008103,Q08380
D002277,P47929
D002294,P47929
D001943,Q5T508
D002294,Q5T508
D015179,Q5T508
D000437,Q8WXL0
D001919,Q8WXL0
D019970,Q8WXL0
D006966,Q8WXL0
D006973,Q8WXL0
D007006,Q8WXL0
D007247,Q8WXL0
D007248,Q8WXL0
D011628,Q8WXL0
D011629,Q8WXL0
D014029,Q8WXL0
D001172,P50458
D001281,Q9HBU2
D011014,Q6P5Q6
D000022,P15018
D007247,P15018
D011471,P42702
D001749,Q76GR4
D009101,P49917
D015451,P59901
D012128,P55344
D019966,Q6NVB9
D001943,Q9BT23
D009369,Q9H9Z2
D009369,Q6ZN17
D009447,Q6ZN17
D001281,Q96M19
D008113,Q7L985
D003324,Q5T770
D003924,P11150
D006951,P11150
D006938,P11150
D011471,Q99732
D001943,Q15334
D001943,Q6P1M3
D009362,Q6P1M3
D001714,Q9H0V9
D002292,Q9H0V9
D015228,Q96S06
D002311,Q5TCI8
D006327,Q5TCI8
D012848,Q5TCI8
D017180,Q5TCI8
D008175,Q8N9Z9
D003324,P29536
D004715,P29536
D011471,Q8IWU2
D007319,Q6ISE0
D002294,P23490
D006509,Q96PQ9
D006976,Q96PQ9
D008103,Q96PQ9
D008105,Q96PQ9
D012516,Q96PQ9
D008103,Q08397
D001749,Q08397
D001943,Q9Y4K0
D006509,Q9Y4K0
D008105,Q9Y4K0
D001749,Q96JB6
D003324,Q1HP67
D003327,Q1HP67
D006937,Q1HP67
D020521,Q1HP67
D013923,Q1HP67
D020246,Q1HP67
D001943,Q6GPG7
D015179,Q6GPG7
D006130,Q6GPG7
D015470,Q6GPG7
D011471,Q6GPG7
D002277,Q8NEW3
D003110,Q8NEW3
D006937,Q8NEW3
D006938,Q8NEW3
D006973,Q8NEW3
D015228,Q8NEW3
D009336,Q8NEW3
D009765,Q8NEW3
D010195,Q8NEW3
D011471,Q8NEW3
D001171,Q93052
D015470,Q93052
D020521,Q8TAR8
D058186,Q68CK4
D011125,Q68CK4
D003110,Q68CK4
D001281,Q5XWD3
D001281,Q9H2I8
D019966,Q9H2I8
D012559,Q7Z7K9
D002292,Q8WY28
D008545,Q8WY28
D011471,Q8WY28
D058186,Q9NP34
D007674,Q9NP34
D011471,Q9NP34
D009203,Q14114
D001281,Q3KP57
D006333,Q3KP57
D001943,Q96PB8
D015179,Q96PB8
D013274,Q96PB8
D010051,Q96FV0
D002289,Q96AG4
D005909,Q96AG4
D010051,Q96AG4
D019970,Q96NW7
D009103,Q4G0W7
D002292,Q17RV3
D004715,Q17RV3
D010300,Q17RV3
D020734,Q17RV3
D001943,Q9UEV8
D003093,Q9UEV8
D002277,Q9BWS2
D003324,Q6WQV7
D006501,Q6WQV7
D009203,Q6WQV7
D018805,Q6WQV7
D000707,Q15722
D007249,Q15722
D006130,Q9NS15
D010003,Q9NS15
D005909,Q8N2S1
D064420,Q75UT6
D008288,Q75UT6
D004342,Q16873
D015473,Q16873
D002180,P02788
D002181,P02788
D003093,P02788
D003110,P02788
D003967,P02788
D004715,P02788
D006973,P02788
D007022,P02788
D007249,P02788
D007592,P02788
D008113,P02788
D009369,P02788
D008103,P51884
D008545,Q9BS40
D010190,Q16553
D001172,Q9Y6Y9
D002277,Q9Y6Y9
D015179,Q9Y6Y9
D009362,Q9Y6Y9
D007945,P12980
D015470,P12980
D001321,Q8N653
D005909,Q8N653
D004938,Q9Y250
D011471,Q9Y250
D002292,Q6I9U3
D011471,Q6I9U3
D013274,Q6I9U3
D001172,Q9Y586
D009362,Q6ZN28
D001943,Q96GV9
D002289,Q96GV9
D003110,Q96GV9
D004938,Q96GV9
D005909,Q96GV9
D008113,Q96GV9
D010051,Q96GV9
D011471,Q96GV9
D003327,Q8N5G2
D001171,Q9Y6D9
D011471,Q9Y6D9
D003924,Q7L5Y9
D015179,Q71A33
D010300,P20916
D008545,Q8WX99
D002289,Q6FHI5
D001749,P43362
D001321,Q6P3U4
D001008,Q86UL8
D012559,Q86UL8
D001943,Q969V6
D002294,Q969V6
D006258,Q969V6
D012509,Q96JK9
D001943,Q9NTJ4
D019970,Q5SRI9
D001321,Q5ULA9
D004715,Q5ULA9
D006501,Q5ULA9
D006816,Q5ULA9
D007022,Q5ULA9
D010300,Q5ULA9
D010673,Q5ULA9
D000544,Q8TBI1
D000749,Q8TBI1
D001321,Q8TBI1
D003110,Q8TBI1
D004715,Q8TBI1
D006501,Q8TBI1
D006816,Q8TBI1
D007022,Q8TBI1
D010300,Q8TBI1
D010673,Q8TBI1
D012559,Q8TBI1
D013119,Q658J6
D000022,Q6NYC5
D001171,Q6NYC5
D010300,Q6NYC5
D002545,Q02750
D006333,Q02750
D007943,Q02750
D008545,Q02750
D011471,Q02750
D008545,P36507
D011471,P36507
D011471,Q6FI23
D011471,Q13163
D003110,P52564
D004487,P52564
D006967,P52564
D011471,P52564
D001943,Q13233
D011471,Q13233
D004938,Q1PBM3
D016889,Q9Y6R4
D008545,Q99683
D010300,Q99683
D008175,Q6FG25
D008545,P80192
D008175,Q5MD60
D001171,Q499G7
D002545,Q499G7
D002294,Q499G7
D019970,Q499G7
D006258,Q499G7
D006689,Q499G7
D007247,Q499G7
D007680,Q499G7
D008175,Q499G7
D009362,Q499G7
D010051,Q499G7
D011018,Q499G7
D011833,Q499G7
D018805,Q499G7
D013274,Q499G7
D013375,Q499G7
D013964,Q499G7
D014277,Q499G7
D006333,Q499Y8
D015464,Q16539
D008105,Q16539
D008113,Q16539
D008175,Q16539
D001749,Q8TD08
D001321,Q9BWJ1
D002545,Q9BWJ1
D002294,Q9BWJ1
D019970,Q9BWJ1
D006258,Q9BWJ1
D007247,Q9BWJ1
D007680,Q9BWJ1
D008175,Q9BWJ1
D009362,Q9BWJ1
D010051,Q9BWJ1
D011018,Q9BWJ1
D011471,Q9BWJ1
D011833,Q9BWJ1
D018805,Q9BWJ1
D013274,Q9BWJ1
D013375,Q9BWJ1
D014277,Q9BWJ1
D003876,P45983
D013274,P45983
D014277,P45983
D003924,Q6NUQ9
D009362,P45984
D011471,P45984
D014277,P45984
D000544,P10636
D001008,P10636
D001281,P10636
D003704,P10636
D010300,P10636
D020734,P10636
D011595,P10636
D004938,Q5T0T0
D001172,Q6NVI1
D008175,Q6NVI1
D001321,Q9P0L2
D013274,Q9P0L2
D001321,Q7KZI7
D009369,Q9BSK0
D013927,P04201
D003924,Q00266
D003324,P31153
D010673,Q8TAX8
D011471,Q9UIS9
D011471,Q9UBB5
D013274,Q8NHZ7
D001281,Q9P267
D007249,P13727
D011471,Q14703
D002280,Q86YW1
D008545,Q86YW1
D006973,Q01718
D011471,Q01718
D009765,P32245
D009103,Q9NQ41
D011125,P23508
D001321,P23508
D015179,P23508
D008607,P23508
D012004,P23508
D007896,Q03399
D008175,Q03399
D016410,Q03399
D009101,Q03399
D012509,Q03399
D003110,Q9BWF4
D006973,P40925
D012128,P40925
D002277,Q75MT9
D001008,Q2LEK3
D003928,Q2LEK3
D001943,Q9H4C5
D002289,Q9H4C5
D007248,Q9H4C5
D008545,Q9H4C5
D011471,Q9H4C5
D013274,Q9H4C5
D001943,Q68DC0
D005909,Q68DC0
D015473,P48163
D009765,P48163
D001943,Q03112
D003110,Q03112
D007945,Q03112
D015470,Q03112
D010051,Q03112
D001008,P51608
D001321,P51608
D019970,P51608
D004827,P51608
D008607,P51608
D012640,P51608
D004715,Q15648
D001943,Q7Z3Z5
D011471,Q7Z3Z5
D004715,Q9Y2X0
D004715,Q9NVC6
D001943,Q9H204
D009362,Q9H204
D004715,Q5T911
D001321,Q06413
D004827,Q06413
D008607,Q06413
D013226,Q06413
D012127,Q96KG7
D001943,Q9HCQ4
D012148,Q9HCQ4
D007319,Q9HCQ4
D008545,P08582
D010190,Q9GZQ5
D002289,P50221
D017449,P50221
D003110,Q16819
D002277,Q53R53
D011655,Q53R53
D013923,Q53R53
D013927,Q53R53
D001321,Q9UEJ3
D002277,Q9UEJ3
D002289,Q9UEJ3
D002292,Q9UEJ3
D002294,Q9UEJ3
D004938,Q9UEJ3
D005909,Q9UEJ3
D015228,Q9UEJ3
D015470,Q9UEJ3
D008175,Q9UEJ3
D008545,Q9UEJ3
D009362,Q9UEJ3
D009447,Q9UEJ3
D012516,Q9UEJ3
D010051,Q9UEJ3
D011471,Q9UEJ3
D012559,Q9UEJ3
D012852,Q9UEJ3
D013274,Q9UEJ3
D004487,Q9HCE5
D009101,Q9HCE5
D009336,Q9HCE5
D018487,Q9HCE5
D009101,Q86U44
D001943,Q8TCB7
D001171,Q5U5Q3
D001281,Q5U5Q3
D009203,Q9GZY8
D018487,Q9GZY8
D001943,Q08431
D000690,Q5JXC5
D003928,Q5JXC5
D008607,Q5SSK0
D011471,Q8IWI9
D001172,Q8TDB4
D008103,Q99685
D004614,Q5QPE8
D001932,P16455
D005909,P16455
D007938,P16455
D009336,P16455
D000022,P08493
D002277,P08493
D014648,P08493
D013274,Q16674
D003324,Q5JRA6
D009203,Q5JRA6
D012640,Q86YT6
D001008,P14174
D001172,P14174
D001321,P14174
D001943,P14174
D002277,P14174
D003866,P14174
D007249,P14174
D011471,P14174
D018805,P14174
D012871,Q9UNW1
D001281,Q9H1L0
D003327,Q75NE6
D003924,Q75NE6
D006130,Q75NE6
D001171,Q0VDD5
D013274,Q0VDD5
D002292,Q8TF70
D008545,Q8TF70
D001943,Q70L74
D003110,Q70L74
D015179,Q70L74
D010051,Q70L74
D011565,Q70L74
D019966,Q7Z319
D008545,Q16655
D013274,Q2TLE4
D003110,Q6VBB8
D015179,Q6VBB8
D008223,Q6VBB8
D009362,Q6VBB8
D010051,Q6VBB8
D011471,Q6VBB8
D015179,Q6PIC9
D016889,Q6PIC9
D004938,Q6PIC9
D002292,Q5JT35
D015470,Q5JT35
D008545,Q5JT35
D004342,P12872
D007676,Q9NP71
D001943,Q3KQS6
D003929,Q3KQS6
D011471,Q3KQS6
D001172,Q495T6
D008105,Q495T6
D001249,Q96DZ4
D001943,Q96DZ4
D002289,Q96DZ4
D015179,Q96DZ4
D008175,Q96DZ4
D009362,Q96DZ4
D009798,Q96DZ4
D001172,P09238
D001249,P09238
D008175,P09238
D009362,P09238
D013274,P09238
D000022,P24347
D002289,P24347
D000022,P39900
D001172,P39900
D003110,P39900
D011656,P39900
D020521,P39900
D011471,P45452
D001943,P50281
D004938,P50281
D008113,P50281
D000022,P51511
D001172,P08253
D001943,P08253
D002544,P08253
D015179,P08253
D003929,P08253
D005909,P08253
D006973,P08253
D007249,P08253
D008103,P08253
D009203,P08253
D009362,P08253
D012516,P08253
D010190,P08253
D011656,P08253
D001749,P08253
D012871,Q8N119
D009362,Q86VV6
D000022,Q9NRE1
D012871,Q9NRE1
D001943,P08254
D003324,P08254
D003327,P08254
D014397,P08254
D000022,P09237
D003110,P09237
D013274,P09237
D014397,P09237
D008545,P22894
D014397,P22894
D001014,P14780
D001249,P14780
D001929,P14780
D002545,P14780
D001943,P14780
D002289,P14780
D002294,P14780
D002544,P14780
D003093,P14780
D003110,P14780
D003929,P14780
D005909,P14780
D006973,P14780
D007249,P14780
D009203,P14780
D009362,P14780
D009447,P14780
D009765,P14780
D010190,P14780
D011471,P14780
D011656,P14780
D018805,P14780
D013276,P14780
D013345,P14780
D013375,P14780
D001749,P14780
D009765,P22033
D015470,Q10571
D064420,Q96EN8
D014657,Q96EN8
D009290,Q5SSB8
D003924,Q9UQ07
D019966,Q9Y5U8
D058186,Q16771
D000544,Q16771
D001172,Q16771
D002545,Q16771
D002056,Q16771
D003093,Q16771
D007249,Q16771
D007642,Q16771
D007674,Q16771
D008175,Q16771
D010195,Q16771
D011471,Q16771
D014257,Q16771
D001749,Q16771
D014581,Q16771
D008175,Q00013
D019966,Q5T2T1
D008545,Q2VEU1
D002277,Q9UEL6
D003324,Q6FGP0
D003327,Q6FGP0
D003924,Q6FGP0
D017449,P22897
D009765,P22897
D002277,Q9UBG0
D011471,Q9BS79
D001943,Q9BYD1
D002294,Q9BYD1
D013274,Q9BYD1
D001943,P49406
D008545,Q13405
D001943,Q5SZR1
D013274,Q96Q62
D013274,Q9Y676
D001943,Q96Q16
D001943,Q9Y3D9
D001943,Q9Y2Q9
D001714,Q3KRB4
D003324,P82932
D001943,Q96Q63
D002289,P11836
D002294,P11836
D004342,Q01362
D000544,Q96JQ5
D001171,Q96JQ5
D015179,Q6VBB7
D010051,Q6VBB7
D011125,P20585
D016889,P20585
D011471,P20585
D016889,Q3SWU9
D013964,Q3SWU9
D021441,Q13421
D008654,Q13421
D009369,Q13421
D010051,Q13421
D010190,Q13421
D013274,Q13421
D011471,P08118
D001171,Q6PJT4
D010003,Q6PJT4
D007676,P21757
D011471,P21757
D019966,Q9UJ68
D001943,Q49A61
D003093,Q49A61
D003424,Q49A61
D009362,Q49A61
D012516,Q04912
D013274,P28360
D002294,P04731
D001749,P04731
D004938,P13640
D002303,P02795
D008088,P02795
D018805,P02795
D011471,P02795
D012128,P02795
D013274,P02795
D001749,P02795
D001943,P25713
D002289,P25713
D012128,P25713
D012640,P25713
D001749,P25713
D007674,P47944
D004715,Q13330
D010300,Q13330
D008545,Q9NRK7
D011471,Q9NRK7
D015473,Q969Z3
D009765,Q9Y6C9
D001943,Q86UE4
D015179,Q86UE4
D009362,Q86UE4
D001321,Q14872
D006333,P13995
D006689,P13995
D058186,Q9NY63
D000505,Q9NY63
D000544,Q9NY63
D001172,Q9NY63
D001321,Q9NY63
D001714,Q9NY63
D002545,Q9NY63
D001943,Q9NY63
D003110,Q9NY63
D015179,Q9NY63
D003327,Q9NY63
D003424,Q9NY63
D003866,Q9NY63
D003925,Q9NY63
D064420,Q9NY63
D016889,Q9NY63
D005767,Q9NY63
D006086,Q9NY63
D006402,Q9NY63
D006967,Q9NY63
D007247,Q9NY63
D007248,Q9NY63
D007674,Q9NY63
D015451,Q9NY63
D008175,Q9NY63
D008223,Q9NY63
D008228,Q9NY63
D009336,Q9NY63
D009362,Q9NY63
D009503,Q9NY63
D010300,Q9NY63
D054198,Q9NY63
D011471,Q9NY63
D011655,Q9NY63
D012559,Q9NY63
D012871,Q9NY63
D013274,Q9NY63
D020521,Q9NY63
D013921,Q9NY63
D013971,Q9NY63
D001749,Q9NY63
D020246,Q9NY63
D003924,Q8TEV7
D001943,P42345
D002289,P42345
D002292,P42345
D018288,P42345
D003110,P42345
D005909,P42345
D006973,P42345
D008654,P42345
D010051,P42345
D011471,P42345
D012559,P42345
D001749,P42345
D008545,Q5T852
D001943,Q99707
D064420,Q99707
D005767,Q99707
D006402,Q99707
D007248,Q99707
D008223,Q99707
D015179,Q9UBK8
D064420,Q9UBK8
D007248,Q9UBK8
D054198,Q9UBK8
D008654,Q7Z551
