Disease,Disease,Similarity
D000544,D006950,0.21183
D000544,D000755,0.25899
D000544,D052496,0.22372
D000544,C565728,0.41907
D000544,C537537,0.21451
D000544,C565325,0.30622
D000544,D020158,0.321
D000544,D056693,0.28679
D000544,C565238,0.23094
D000544,C535500,0.20238
D000544,D000098943,0.21072
D000544,D018192,0.20716
D000544,C536596,0.39266
D000544,D010300,0.21241
D000544,C564616,0.26589
D000544,D004831,0.20615
D000544,D001321,0.25268
D000544,C537583,0.23812
D000544,D052537,0.38662
D000544,C536119,0.35431
D000544,D017681,0.22268
D000544,C564345,0.2134
D000544,C564330,0.38173
D000544,D001925,0.21295
D000544,D001321,0.27271
D000544,C564274,0.21729
D000544,D015464,0.30372
D000544,D003865,0.20713
D000544,C563897,0.20687
D000544,D001321,0.31206
D000544,C563834,0.2507
C536595,D000544,0.38066
C536595,C536595,1
C536595,C531617,0.24661
C536595,D002819,0.20404
C536595,C565115,0.45253
C536595,D020961,0.54526
C536595,C536698,0.22579
C536595,C538007,0.23799
C536595,D006816,0.22385
C536595,D019578,0.21216
C536595,D018979,0.35304
C536595,D009771,0.28517
C536595,D020754,0.20332
C536595,D010300,0.24038
C536595,D010300,0.27782
C536595,D010300,0.37355
C536595,D020774,0.57509
C536595,D012559,0.4601
C536595,D010264,0.22139
C536595,D020754,0.21426
C536595,C536545,0.24357
C536595,D004314,0.28477
C536595,D009472,0.2243
C536595,D009472,0.24188
C536595,C565933,0.30773
C536595,D020190,0.22866
C536595,D020194,0.2486
C536595,D052556,0.2798
C536595,C538104,0.23698
C536595,D020176,0.22829
C536595,C564015,0.34475
C536595,D020734,0.2892
C536595,D057180,0.3853
C536595,D013494,0.48848
C536595,C566578,0.49833
C536595,C566552,0.43804
C536595,C565728,0.64296
C536595,C537537,0.21208
C536595,C565325,0.51269
C536595,C565238,0.28362
C536595,C536596,0.66746
C536595,D010300,0.34253
C536595,C564616,0.24604
C536595,C536119,0.24119
C536595,C564345,0.43048
C536595,C564330,0.41813
C536595,C563834,0.63585
C531617,D012148,0.24227
C531617,D000544,0.32927
C531617,C536595,0.24661
C531617,C531617,1
C531617,D020181,0.25548
C531617,C535506,0.24277
C531617,C566188,0.31385
C531617,D002607,0.31466
C531617,D002607,0.37838
C531617,D002819,0.33095
C531617,D003103,0.21756
C531617,D046589,0.25059
C531617,C565115,0.24107
C531617,D020191,0.25573
C531617,D020790,0.20708
C531617,D009103,0.26856
C531617,D020961,0.36514
C531617,C536698,0.21006
C531617,C538007,0.32054
C531617,D003966,0.20847
C531617,D005879,0.29238
C531617,D005910,0.2272
C531617,D006816,0.44908
C531617,D001289,0.21304
C531617,D012021,0.2775
C531617,C535694,0.30174
C531617,D015417,0.33037
C531617,C537156,0.30952
C531617,D019578,0.29137
C531617,D018979,0.33796
C531617,D008382,0.25832
C531617,D009223,0.33049
C531617,C563534,0.33803
C531617,D009771,0.21357
C531617,D020754,0.43122
C531617,D020754,0.40925
C531617,C563476,0.38932
C531617,D010300,0.30439
C531617,D020967,0.24952
C531617,D010300,0.3975
C531617,D010300,0.33542
C531617,D020774,0.37729
C531617,D011125,0.2057
C531617,D017118,0.23921
C531617,D011218,0.30584
C531617,D012175,0.23397
C531617,D001172,0.20873
C531617,D002607,0.28339
C531617,D012559,0.31584
C531617,D058496,0.33276
C531617,D010264,0.22212
C531617,D020754,0.3979
C531617,D020754,0.42233
C531617,D016750,0.24954
C531617,D013285,0.27551
C531617,C536545,0.36011
C531617,D004314,0.31668
C531617,C536353,0.24984
C531617,D000326,0.24269
C531617,D038261,0.27159
C531617,D002549,0.32043
C531617,D009472,0.36642
C531617,D009472,0.29687
C531617,D001260,0.26858
C531617,D001321,0.24783
C531617,C536778,0.24637
C531617,C538280,0.30503
C531617,C565850,0.24083
C531617,D003057,0.26516
C531617,C565678,0.20534
C531617,D003554,0.20563
C531617,D001927,0.29694
C531617,D005776,0.2973
C531617,D005317,0.21037
C531617,C565498,0.24394
C531617,D054221,0.29944
C531617,D013132,0.36264
C531617,D017240,0.28229
C531617,D009084,0.20957
C531617,D009084,0.22373
C531617,D009084,0.20061
C531617,C537480,0.32181
C531617,D020194,0.38801
C531617,D009224,0.20335
C531617,D009224,0.27292
C531617,D010009,0.22593
C531617,D009447,0.22884
C531617,D052556,0.35747
C531617,C536420,0.24357
C531617,C536063,0.21597
C531617,C538104,0.23049
C531617,C564894,0.23758
C531617,C537286,0.24431
C531617,D012035,0.24388
C531617,D012174,0.20879
C531617,D020176,0.2926
C531617,D020176,0.22026
C531617,D006527,0.32199
C531617,D014983,0.23637
C531617,D000326,0.34041
C531617,C564714,0.24477
C531617,D020388,0.22249
C531617,D020817,0.20174
C531617,D000795,0.20655
C531617,D006467,0.21798
C531617,C536085,0.21464
C531617,C567924,0.21007
C531617,D007706,0.30808
C531617,D005600,0.21627
C531617,D020388,0.2489
C531617,D017241,0.33742
C531617,C564015,0.28519
C531617,D020734,0.33062
C531617,D020754,0.26458
C531617,D020754,0.29582
C531617,D057180,0.45802
C531617,D012559,0.2372
C531617,C563401,0.3048
C531617,D013494,0.40188
C531617,C566578,0.21509
C531617,C536546,0.22162
C531617,D009223,0.35956
C531617,C565728,0.287
C531617,C537537,0.27335
C531617,D020158,0.2862
C531617,D056693,0.22148
C531617,C565238,0.29641
C531617,C535500,0.2227
C531617,C564676,0.21059
C531617,C535428,0.23217
C531617,C536596,0.26256
C531617,D010300,0.27441
C531617,C564616,0.36726
C531617,C537217,0.41648
C531617,D001321,0.2432
C531617,C537583,0.28826
C531617,D052537,0.20618
C531617,C536119,0.34087
C531617,C564330,0.31323
C531617,C564296,0.27521
C531617,C535499,0.25559
C531617,D020817,0.28634
C531617,D012148,0.24253
D029503,C535654,0.20906
D029503,D030981,0.26981
D029503,D029503,1
D029503,D002311,0.22263
D029503,C565080,0.21388
D029503,D004916,0.20067
D029503,D010003,0.21528
D029503,D008180,0.22275
D029503,C535323,0.25228
D029503,D008382,0.21112
D029503,D049310,0.21418
D029503,D009223,0.2244
D029503,D011371,0.22831
D029503,D000756,0.23491
D029503,D013922,0.30091
D029503,D004314,0.21029
D029503,C565346,0.20089
D029503,D056725,0.26006
D029503,C567144,0.22481
D029503,C535387,0.20658
D029503,D001260,0.20104
D029503,C537345,0.23602
D029503,C535858,0.30917
D029503,D005199,0.31068
D029503,D005776,0.23191
D029503,D005776,0.25377
D029503,D054221,0.22248
D029503,D010505,0.21512
D029503,D009084,0.21047
D029503,D055728,0.21624
D029503,D013915,0.21166
D029503,D000795,0.21876
D029503,D056889,0.2437
D029503,C580192,0.20509
D029503,D056889,0.23722
D029503,D010009,0.24664
D029503,D000755,0.22307
D029503,D017681,0.26264
D029503,D010003,0.20521
D029503,C564306,0.24191
D054179,D031845,0.2155
D054179,D000544,0.2776
D054179,D054179,1
D054179,D013167,0.20688
D054179,C531622,0.22986
D054179,D020181,0.20682
D054179,D001327,0.22085
D054179,D000505,0.23416
D054179,D001478,0.21005
D054179,D001528,0.27049
D054179,D008105,0.21809
D054179,C562419,0.23614
D054179,D017488,0.24244
D054179,D002051,0.24275
D054179,D001943,0.26464
D054179,C567779,0.21915
D054179,C567296,0.25795
D054179,C536691,0.28569
D054179,D046349,0.25999
D054179,C562379,0.22799
D054179,D020790,0.20753
D054179,C565101,0.21932
D054179,C565100,0.20594
D054179,D003924,0.25328
D054179,D009103,0.22471
D054179,C565054,0.21814
D054179,D050031,0.23207
D054179,D006392,0.22434
D054179,D006816,0.23827
D054179,C562999,0.23132
D054179,D006938,0.3741
D054179,D006938,0.23129
D054179,D002292,0.24453
D054179,C564156,0.23395
D054179,C562785,0.21879
D054179,C537156,0.2391
D054179,D019578,0.20511
D054179,D016112,0.21302
D054179,C535932,0.22464
D054179,D012514,0.27639
D054179,D007627,0.26353
D054179,D007873,0.20259
D054179,D015451,0.27844
D054179,D018459,0.23826
D054179,D052496,0.25314
D054179,D008180,0.27702
D054179,C535323,0.24916
D054179,D008258,0.32374
D054179,C562479,0.28344
D054179,C537152,0.20792
D054179,D008382,0.23699
D054179,C535507,0.20991
D054179,D000096142,0.27648
D054179,D000098943,0.24818
D054179,D020326,0.20682
D054179,D008945,0.21134
D054179,D009041,0.20035
D054179,D015493,0.22303
D054179,D009223,0.30625
D054179,C562889,0.21998
D054179,D005922,0.26936
D054179,D016506,0.22512
D054179,D000752,0.28909
D054179,D005359,0.2639
D054179,D011125,0.25704
D054179,D017118,0.25633
D054179,D017119,0.34335
D054179,D011218,0.29325
D054179,C536961,0.23095
D054179,D011371,0.25167
D054179,D011546,0.22955
D054179,D011561,0.23254
D054179,D011565,0.28379
D054179,D054990,0.22913
D054179,D006976,0.26957
D054179,D012175,0.24389
D054179,D012507,0.26125
D054179,D018288,0.27386
D054179,D011085,0.22133
D054179,D013700,0.26009
D054179,D013922,0.24204
D054179,D016553,0.22223
D054179,D000077273,0.20176
D054179,D004314,0.26166
D054179,C565346,0.28213
D054179,D003093,0.27074
D054179,D056725,0.29664
D054179,C538178,0.29723
D054179,C536353,0.23288
D054179,D000326,0.21707
D054179,D000347,0.21314
D054179,C537055,0.2236
D054179,D056769,0.25224
D054179,D009472,0.23588
D054179,C565935,0.31857
D054179,D001260,0.35045
D054179,D009165,0.26801
D054179,C537345,0.27559
D054179,C535933,0.21282
D054179,C536778,0.2541
D054179,C535858,0.32736
D054179,D003057,0.26317
D054179,D003414,0.23399
D054179,D003550,0.29878
D054179,C535765,0.38158
D054179,D003554,0.31961
D054179,D003922,0.2874
D054179,C565617,0.26455
D054179,D005199,0.30668
D054179,D005776,0.4173
D054179,D005776,0.30602
D054179,D001606,0.28877
D054179,D006689,0.37357
D054179,D006712,0.295
D054179,D007566,0.28817
D054179,D012614,0.24021
D054179,D007589,0.29968
D054179,D007918,0.21357
D054179,D006646,0.2723
D054179,D054221,0.20386
D054179,D010505,0.34073
D054179,D009084,0.31209
D054179,D009084,0.39085
D054179,D009084,0.30957
D054179,D009084,0.32142
D054179,D009182,0.32603
D054179,D009101,0.35806
D054179,C535761,0.20964
D054179,D009447,0.31756
D054179,D052536,0.27855
D054179,D052556,0.26245
D054179,C537752,0.2609
D054179,C564906,0.20328
D054179,C564899,0.23282
D054179,D054078,0.3362
D054179,C538556,0.21059
D054179,C537286,0.27055
D054179,D011087,0.21963
D054179,D011546,0.32486
D054179,C562688,0.29463
D054179,D011561,0.25726
D054179,D012035,0.22218
D054179,D015212,0.32552
D054179,D012859,0.23498
D054179,D016111,0.26117
D054179,D013915,0.35751
D054179,D006111,0.30051
D054179,D020176,0.26029
D054179,C567296,0.22498
D054179,C562794,0.22725
D054179,D056729,0.26787
D054179,D014898,0.31801
D054179,D006527,0.26158
D054179,D014983,0.21284
D054179,D000326,0.2596
D054179,D000795,0.35532
D054179,D056889,0.24966
D054179,C580192,0.32585
D054179,D006467,0.2848
D054179,D053098,0.24197
D054179,D008232,0.37565
D054179,D010009,0.20401
D054179,D007706,0.27057
D054179,D020388,0.28538
D054179,C563949,0.29061
D054179,C563933,0.23619
D054179,D001249,0.36407
D054179,D006502,0.20413
D054179,D000361,0.27526
D054179,D015470,0.25913
D054179,D008180,0.2197
D054179,D044903,0.20323
D054179,D056735,0.39349
D054179,D009223,0.20023
D054179,D011565,0.25012
D054179,C566404,0.25747
D054179,D000755,0.31668
D054179,C565798,0.26312
D054179,D052496,0.21228
D054179,D008228,0.21775
D054179,D056693,0.30956
D054179,D018192,0.27135
D054179,D046152,0.20452
D054179,D056735,0.33014
D054179,D052537,0.30957
D054179,D017681,0.28598
D054179,D016471,0.24109
D054179,D015464,0.30394
D054179,D010282,0.2152
D054179,D014890,0.25818
D054179,D005271,0.24649
D013167,D031845,0.22293
D013167,D054179,0.20688
D013167,D013167,1
D013167,D004057,0.22906
D013167,C531622,0.31182
D013167,D001327,0.28167
D013167,D001528,0.37114
D013167,D003103,0.20845
D013167,D007644,0.20127
D013167,C562379,0.20176
D013167,D020790,0.22201
D013167,D009103,0.24294
D013167,D003966,0.30667
D013167,D005258,0.301
D013167,D005902,0.21222
D013167,D010003,0.23188
D013167,D006938,0.20073
D013167,D012021,0.27829
D013167,C535694,0.22666
D013167,C537156,0.22661
D013167,D007873,0.4486
D013167,D015451,0.21868
D013167,D008180,0.21096
D013167,C562479,0.20342
D013167,D008269,0.20438
D013167,D008382,0.20196
D013167,C535507,0.20447
D013167,C563591,0.21847
D013167,D020254,0.22815
D013167,D009220,0.21429
D013167,C563534,0.22439
D013167,C562889,0.25191
D013167,D020754,0.21011
D013167,C535351,0.22685
D013167,D010003,0.27153
D013167,C536051,0.21814
D013167,D010024,0.24529
D013167,D011218,0.20413
D013167,D011561,0.22817
D013167,D011565,0.35839
D013167,D001172,0.38811
D013167,D012507,0.32152
D013167,D058496,0.23446
D013167,D020754,0.2011
D013167,D013285,0.20334
D013167,D013700,0.29718
D013167,D004314,0.21768
D013167,D003093,0.40715
D013167,D002549,0.2007
D013167,D056769,0.21451
D013167,C535387,0.30411
D013167,D001321,0.20041
D013167,D003057,0.24419
D013167,D003103,0.22348
D013167,D003922,0.28536
D013167,D001927,0.20203
D013167,D005776,0.22386
D013167,C535758,0.2768
D013167,D006712,0.24262
D013167,D010009,0.21204
D013167,D007589,0.21253
D013167,C537153,0.28205
D013167,D013132,0.24966
D013167,D010505,0.21791
D013167,D009084,0.23551
D013167,D009084,0.22847
D013167,D009084,0.25553
D013167,D009084,0.2274
D013167,D009157,0.23535
D013167,D009101,0.21072
D013167,D010009,0.2088
D013167,C536420,0.24078
D013167,C536063,0.22709
D013167,C564906,0.34544
D013167,D054078,0.22892
D013167,C537286,0.21465
D013167,D012035,0.22972
D013167,D015212,0.38345
D013167,C564847,0.20834
D013167,D012174,0.21893
D013167,D012859,0.33718
D013167,D016111,0.28069
D013167,D006111,0.31006
D013167,D020176,0.21091
D013167,D056729,0.21575
D013167,D014983,0.217
D013167,C564714,0.22094
D013167,D000795,0.2005
D013167,D015794,0.21469
D013167,D053098,0.32822
D013167,D010009,0.25723
D013167,D016649,0.20377
D013167,D010009,0.33665
D013167,D010001,0.2862
D013167,C566530,0.22276
D013167,D009223,0.22711
D013167,D011565,0.29313
D013167,C566404,0.20178
D013167,D006111,0.2457
D013167,C565798,0.2882
D013167,D008180,0.25531
D013167,D002446,0.25129
D013167,D001321,0.21972
D013167,D015535,0.23347
D013167,D052537,0.25498
D013167,D010003,0.20441
D013167,D015464,0.31676
D013167,D008180,0.20081
D013167,D020817,0.23145
D013167,D005271,0.29608
D004057,D007644,0.26448
D004057,D030981,0.24624
D004057,C538052,0.25588
D004057,D013167,0.22906
D004057,D004057,1
D004057,C562379,0.32786
D004057,C565034,0.25259
D004057,D020386,0.23877
D004057,C562400,0.20827
D004057,C564164,0.23505
D004057,D016112,0.21935
D004057,D007627,0.28614
D004057,D008945,0.20088
D004057,D010024,0.23436
D004057,D010033,0.24468
D004057,D010520,0.22774
D004057,C536961,0.2197
D004057,D011561,0.26595
D004057,D011565,0.22387
D004057,D017492,0.30903
D004057,C535858,0.21158
D004057,D002813,0.24812
D004057,C538603,0.25331
D004057,D007589,0.21182
D004057,D009084,0.20399
D004057,C536420,0.22807
D004057,C535282,0.26624
D004057,D011561,0.22691
D004057,D012035,0.21935
D004057,D016111,0.26079
D004057,C562794,0.21297
D004057,D007039,0.43719
D004057,C564714,0.21457
D004057,D010009,0.21782
D004057,D010024,0.3147
D004057,C536253,0.20263
D004057,D011565,0.23425
D004057,C535581,0.27278
D004057,D015535,0.32879
C531622,D010911,0.20785
C531622,D031845,0.20443
C531622,D000544,0.21527
C531622,D054179,0.22986
C531622,D013167,0.31182
C531622,C531622,1
C531622,D002538,0.20017
C531622,D001327,0.32457
C531622,D001528,0.30292
C531622,D001943,0.20154
C531622,C567779,0.24425
C531622,D002311,0.27163
C531622,C565100,0.21551
C531622,D009103,0.20575
C531622,D003966,0.20853
C531622,C565023,0.21753
C531622,D005258,0.20907
C531622,D006938,0.25166
C531622,D006938,0.22347
C531622,D000075222,0.21276
C531622,D007873,0.37058
C531622,D015451,0.20241
C531622,D008180,0.4024
C531622,D008382,0.2977
C531622,C535507,0.2482
C531622,D008945,0.22555
C531622,D009223,0.21911
C531622,C562889,0.20316
C531622,D005922,0.20915
C531622,D007589,0.25007
C531622,D010520,0.23167
C531622,D007690,0.25079
C531622,C536330,0.22289
C531622,D011218,0.22554
C531622,D011371,0.26407
C531622,D011561,0.28286
C531622,D011565,0.20651
C531622,D006976,0.25777
C531622,D001172,0.24426
C531622,D012507,0.27999
C531622,D013700,0.35545
C531622,D013922,0.24613
C531622,D016553,0.25776
C531622,D019851,0.32202
C531622,D056725,0.31316
C531622,D000347,0.25812
C531622,C535387,0.20584
C531622,C538013,0.20236
C531622,D009165,0.25391
C531622,C537345,0.24675
C531622,C535858,0.21871
C531622,D003057,0.26777
C531622,D003550,0.21502
C531622,D003922,0.23225
C531622,C565617,0.20185
C531622,D005199,0.25269
C531622,D005776,0.25746
C531622,D005776,0.24663
C531622,C535758,0.37044
C531622,D006712,0.31631
C531622,D007589,0.23589
C531622,D007918,0.20843
C531622,C537153,0.20428
C531622,D010505,0.29968
C531622,D009084,0.23761
C531622,D009084,0.23473
C531622,D009084,0.23697
C531622,D009084,0.21952
C531622,D009101,0.20773
C531622,C537752,0.21628
C531622,C536063,0.22839
C531622,C564899,0.24882
C531622,D054078,0.28078
C531622,D011087,0.22735
C531622,D011561,0.27287
C531622,D015212,0.27566
C531622,D012859,0.26389
C531622,D016111,0.24703
C531622,D013915,0.24893
C531622,D006111,0.22504
C531622,D056729,0.24983
C531622,D014898,0.21458
C531622,D000326,0.20418
C531622,D000795,0.24898
C531622,D056889,0.21607
C531622,C580192,0.20962
C531622,D006467,0.31179
C531622,D008232,0.24678
C531622,D010009,0.21402
C531622,D007706,0.22448
C531622,D020388,0.25802
C531622,D006502,0.2989
C531622,D000083242,0.32565
C531622,C566652,0.22172
C531622,D008180,0.35035
C531622,D056735,0.29612
C531622,D010001,0.21098
C531622,D011565,0.24677
C531622,D000755,0.27989
C531622,C565798,0.30769
C531622,D008180,0.41639
C531622,D008180,0.2396
C531622,D056693,0.25114
C531622,D020521,0.21001
C531622,C563817,0.21045
C531622,D052537,0.26915
C531622,D017681,0.26729
C531622,D008180,0.40316
C531622,D009203,0.28519
C531622,C538261,0.20882
C531622,C563897,0.24181
C531622,D014890,0.20141
C531622,D005271,0.3622
C566271,C535654,0.2402
C566271,C538052,0.20136
C566271,C537057,0.24221
C566271,C566271,1
C566271,C567296,0.21616
C566271,C536691,0.27923
C566271,D003103,0.27998
C566271,D007644,0.2527
C566271,C562379,0.24953
C566271,D020790,0.24583
C566271,D006970,0.2574
C566271,D006938,0.21245
C566271,D006938,0.21366
C566271,D006938,0.24259
C566271,C562400,0.29828
C566271,C564156,0.28141
C566271,D008269,0.25488
C566271,D008382,0.2066
C566271,D000096142,0.25864
C566271,D000096142,0.22621
C566271,D000098943,0.24356
C566271,C563591,0.20179
C566271,D009041,0.23376
C566271,C535351,0.20048
C566271,D017889,0.25031
C566271,D011561,0.21558
C566271,D010264,0.20959
C566271,D013341,0.27298
C566271,D013771,0.26025
C566271,C565346,0.20817
C566271,D001327,0.20308
C566271,C537055,0.2008
C566271,D003103,0.63619
C566271,D005776,0.2198
C566271,D001606,0.2631
C566271,D006712,0.21527
C566271,C537150,0.2454
C566271,C538603,0.26558
C566271,C564847,0.24046
C566271,D018232,0.24162
C566271,C535865,0.25823
C566271,C567296,0.24938
C566271,D014898,0.20163
C566271,D020817,0.3028
C566271,D000083242,0.20373
C566271,D005902,0.27481
C566271,C566404,0.25494
C566271,D000098943,0.27324
C566271,C535474,0.22458
C566271,D009216,0.22505
C566271,D020817,0.24323
C566271,D020817,0.23132
D020181,C535654,0.20926
D020181,D031845,0.20045
D020181,D000544,0.22084
D020181,C531617,0.25548
D020181,D054179,0.20682
D020181,D020181,1
D020181,D001528,0.21088
D020181,C537095,0.20856
D020181,C566188,0.25883
D020181,D002311,0.20158
D020181,C567296,0.24255
D020181,D002607,0.23173
D020181,D020936,0.23771
D020181,D046589,0.22868
D020181,C562379,0.24614
D020181,D003924,0.20084
D020181,D003966,0.25469
D020181,D004828,0.26513
D020181,D010787,0.25213
D020181,D020195,0.33941
D020181,D005879,0.20143
D020181,C562999,0.24427
D020181,D006938,0.21524
D020181,D006938,0.24304
D020181,D011546,0.23619
D020181,C535694,0.2933
D020181,D006953,0.20329
D020181,C562785,0.26385
D020181,C537156,0.26651
D020181,C537907,0.22478
D020181,D019578,0.24399
D020181,D052496,0.23368
D020181,D008382,0.24399
D020181,D008945,0.22172
D020181,D009223,0.26349
D020181,C563534,0.30008
D020181,C563498,0.32034
D020181,C535351,0.22657
D020181,C563476,0.30403
D020181,D020967,0.27379
D020181,D011218,0.30753
