Disease,Disease,Similarity_Score
D031845,C564164,0
D031845,D000075222,0
D031845,C564156,0
D031845,C535694,0
D031845,D006953,0.217454383
D031845,C562785,0
D031845,C537156,0
D031845,C537907,0
D031845,D019578,0
D031845,D016112,0.21675796
D031845,D007154,0.010959651
D031845,C535932,0
D031845,D000699,0.226090429
D031845,D007299,0
D031845,D012514,0
D031845,D007627,0
D031845,D007873,0.240222565
D031845,D007948,0
D031845,D015451,0
D031845,D018459,0
D031845,D008180,0
D031845,C562479,0
D031845,D008269,0
D031845,C535695,0
D031845,C535696,0
D031845,C535507,0
D031845,D008575,0
D031845,C563591,0
D031845,D020326,0
D031845,D008945,0
D031845,D020254,0
D031845,D009041,0
D031845,D049310,0.218945372
D031845,D009220,0.212775032
D031845,C563534,0
D031845,C562889,0.223456456
D031845,C563498,0
D031845,C535351,0.418450264
D031845,D010003,0.220470998
D031845,C536051,0.679310388
D031845,D010024,0.306745304
D031845,D010033,0
D031845,C563476,0.282688961
D031845,D010300,0
D031845,D010300,0
D031845,D010300,0
D031845,D000752,0
D031845,D010673,0
D031845,D010916,0
D031845,D005359,0.410030655
D031845,D011125,0.246782121
D031845,C562464,0
D031845,C566757,0
D031845,D011471,0
D031845,D006976,0
D031845,D011928,0
D031845,D012507,0
D031845,D012555,0
D031845,D017492,0
D031845,D018288,0
D031845,D010264,0
D031845,D011085,0
D031845,D013700,0
D031845,D013922,0
D031845,D016553,0
D031845,D019851,0
D031845,C572845,0
D031845,D014029,0
D031845,D014103,0
D031845,D011225,0
D031845,C536545,0
D031845,C536406,0
D031845,D014277,0
D031845,C565346,0.246180736
D031845,D003093,0
D031845,D001750,0
D031845,D014648,0
D031845,D001327,0
D031845,D056725,0.198119309
D031845,D009396,0.254569172
D031845,D014927,0.237716765
D031845,C536000,0.166146698
D031845,D000326,0.215976098
D031845,D000347,0.238687891
D031845,D002549,0
D031845,D000744,0
D031845,C562385,0
D031845,C535382,0.38496458
D031845,C535387,0.278472048
D031845,D002915,0
D031845,C565935,0
D031845,C565933,0
D031845,C565932,0
D031845,C538013,0
D031845,D008175,0
D031845,D002178,0
D031845,D002311,0
D031845,D002311,0
D031845,C565881,0
D031845,C538280,0
D031845,C535858,0.513010932
D031845,C565850,0.252657738
D031845,C565679,0.288284089
D031845,C565678,0
D031845,C565672,0
D031845,D003414,0.214330455
D031845,D003550,0.288157287
D031845,C535765,0.229288399
D031845,D003554,0.229288399
D031845,D003555,0.225254191
D031845,D003922,0
D031845,D001927,0.007578469
D031845,D004695,0
D031845,D004760,0
D031845,D005166,0.222627833
D031845,D005776,0.238208181
D031845,D005776,0.238208181
D031845,D005776,0.238208181
D031845,D006828,0
D031845,D001606,0.213057488
D031845,D006030,0.204627054
D031845,D005317,0.187139205
D031845,C535758,0
D031845,D006689,0
D031845,D006932,0
D031845,D007566,0.214139257
D031845,C565498,0
D031845,C565494,0
D031845,D000075262,0
D031845,D012614,0
D031845,D005058,0
D031845,C538603,0.229362518
D031845,D011559,0
D031845,D007918,0
D031845,D006646,0
D031845,C565441,0.246782121
D031845,D054221,0.203089983
D031845,C565429,0
D031845,C565423,0.306776979
D031845,D010505,0.246087213
D031845,C536988,0
D031845,D009157,0
D031845,D009182,0
D031845,D055728,0
D031845,D009101,0
D031845,D020190,0
D031845,D020194,0.202308214
D031845,D009230,0
D031845,D009404,0
D031845,D009447,0
D031845,D052536,0.186289524
D031845,D052556,0.203617926
D031845,C536420,0.329482151
D031845,D012516,0
D031845,C535282,0.456513457
D031845,C564906,0.185562914
D031845,C564899,0
D031845,C564894,0.328947741
D031845,C538556,0
D031845,C537286,0.189214331
D031845,D011087,0
D031845,D053579,0.203221623
D031845,C562688,0.228769
D031845,C564862,0
D031845,D015212,0
D031845,D008228,0
D031845,C564847,0
D031845,D018232,0
D031845,C535865,0.274572153
D031845,D053713,0
D031845,C563236,0
D031845,D013915,0.224322522
D031845,D006111,0
D031845,C536928,0.320994931
D031845,C562794,0.228769
D031845,C535393,0
D031845,D056729,0.196260191
D031845,D020915,0
D031845,D006527,0.239844058
D031845,C536746,0.329482151
D031845,D000326,0.215976098
D031845,D020326,0
D031845,D003922,0
D031845,C564714,0.513010932
D031845,D015794,0.208593102
D031845,C580192,0.321206514
D031845,D003919,0
D031845,D056889,0.204651165
D031845,C536085,0.251624975
D031845,C567924,0
D031845,C564118,0
D031845,C562901,0.321206514
D031845,D016649,0
D031845,C536692,0.321206514
D031845,D017241,0.222142035
D031845,C564015,0
D031845,C564005,0.228769
D031845,D011470,0
D031845,D020734,0
D031845,D004832,0
D031845,D016481,0
D031845,C563959,0
D031845,C563949,0
D031845,C535697,0
D031845,C563933,0
D031845,D053206,0
D031845,D010911,0
D031845,D002764,0
D031845,D001249,0
D031845,C563439,0
D031845,C563401,0.186911219
D031845,C563371,0
D031845,C563352,0
D031845,C537243,0
D031845,C566652,0.238465485
D031845,D015470,0
D031845,D009765,0
D031845,C566645,0
D031845,D005902,0
D031845,D008180,0
D031845,C535698,0
D031845,C535699,0
D031845,C566603,0
D031845,C566602,0
D031845,D007896,0
D031845,D010001,0.276183848
D031845,C566578,0
D031845,C536546,0.266624446
D031845,C566552,0
D031845,D004915,0
D031845,C566530,0.026495062
D031845,C566404,0.268487428
D031845,C566395,0
D031845,D006111,0
D031845,C565798,0.18592697
D031845,C536253,0.196575903
D031845,D020190,0
D031845,D004831,0
D031845,C565728,0
D031845,D008180,0
D031845,D008180,0
D031845,C565325,0
D031845,C565292,0.268487428
D031845,C565291,0.268487428
D031845,C535516,0.320994931
D031845,D009290,0
D031845,C565280,0.268487428
D031845,D056693,0.205478277
D031845,C565238,0
D031845,C535500,0.217524077
D031845,C564676,0
D031845,D046152,0
D031845,C535428,0
D031845,C536596,0
D031845,D010300,0
D031845,D065631,0
D031845,D002446,0
D031845,C537217,0.238465485
D031845,D004374,0.250638243
D031845,C537583,0.266624446
D031845,D020325,0
D031845,D020326,0
D031845,D020325,0
D031845,D020326,0
D031845,C563817,0
D031845,D052537,0.187604964
D031845,C536119,0.203617926
D031845,C562694,0
D031845,D004832,0
D031845,C565811,0
D031845,C562694,0
D031845,D017681,0
D031845,C564345,0
D031845,C564330,0
D031845,D010003,0.220470998
D031845,C564306,0.238208181
D031845,D001925,0
D031845,C564296,0.257668946
D031845,C535499,0
D031845,C564274,0.151391224
D031845,D015464,0
D031845,D010282,0
D031845,C564258,0
D031845,D008180,0
D031845,C563924,0.246782121
D031845,C538261,0
D031845,C563897,0
D031845,C563838,0
D031845,C563834,0
D015845,D000224,0
D015845,D000437,0
D015845,C537057,0.353854326
D015845,D000544,0.176145041
D015845,C536595,0.176145041
D015845,D054179,0
D015845,D004057,0
D015845,C531622,0
D015845,D020181,0.184167276
D015845,D001327,0.016214737
D015845,D000505,0.119058532
D015845,D005764,0
D015845,D015451,0
D015845,D001749,0
D015845,C562419,0.241811803
D015845,C566188,0.30745568
D015845,D017488,0
D015845,D001943,0.002781555
D015845,D015179,0.002990388
D015845,D006528,0
D015845,C567779,0
D015845,D001145,0.167544533
D015845,D020936,0.114940261
D015845,D020936,0.114940261
D015845,D007644,0
D015845,D046589,0.109461322
D015845,C565115,0.204066813
D015845,C562379,0
D015845,D020790,0.010852603
D015845,C565101,0
D015845,C564219,0
D015845,C565100,0
D015845,D003924,0
D015845,D009103,0.168353382
D015845,C565080,0.139501441
D015845,D020961,0.123561626
D015845,C536698,0.309999043
D015845,D004715,0
D015845,D003966,0
D015845,C565054,0
D015845,D004828,0.166835979
D015845,D010787,0
D015845,D020195,0.121199949
D015845,D004938,0
D015845,C565034,0
D015845,C565025,0
D015845,D006467,0
D015845,C565024,0
D015845,C565023,0
D015845,D005198,0
D015845,D005258,0
D015845,D005351,0
D015845,D006970,0.19298506
D015845,D013274,0
D015845,C564239,0
D015845,D005879,0.128798384
D015845,C564234,0.302374813
D015845,D005902,0.302374813
D015845,D005910,0
D015845,D018310,0
D015845,D050031,0
D015845,D010003,0
D015845,D006392,0
D015845,D006816,0.172652331
D015845,D005878,0
D015845,C562999,0
D015845,D006938,0
D015845,D006938,0
D015845,D006945,0
D015845,D006950,0
D015845,D006938,0
D015845,D006954,0
D015845,D002292,0
D015845,C564164,0.016726668
D015845,D000075222,0
D015845,C564156,0.323271871
D015845,C535694,0.099981806
D015845,D006953,0
D015845,C562785,0
D015845,C537156,0
D015845,C537907,0.299940807
D015845,D019578,0.130989012
D015845,D016112,0
D015845,D007154,0.033540977
D015845,C535932,0.015906363
D015845,D000699,0.119239215
D015845,D007299,0
D015845,D012514,0
D015845,D007627,0.095060524
D015845,D007873,0.011448775
D015845,D007948,0
D015845,D015451,0
D015845,D018459,0
D015845,D008180,0
D015845,C562479,0.316930029
D015845,D008269,0.284178191
D015845,C535695,0.099981806
D015845,C535696,0.099981806
D015845,C535507,0.299940807
D015845,D008575,0
D015845,C563591,0.364558088
D015845,D020326,0.115718336
D015845,D008945,0
D015845,D020254,0
D015845,D009041,0.230988322
D015845,D049310,0.112343135
D015845,D009220,0.169374374
D015845,C563534,0.173267783
D015845,C562889,0
D015845,C563498,0.372214528
D015845,C535351,0.372244406
D015845,D010003,0
D015845,C536051,0
D015845,D010024,0
D015845,D010033,0
D015845,C563476,0.130082827
D015845,D010300,0.168744245
D015845,D010300,0.168744245
D015845,D010300,0.168744245
D015845,D000752,0
D015845,D010673,0
D015845,D010916,0
D015845,D005359,0
D015845,D011125,0
D015845,C562464,0
D015845,C566757,0.217169644
D015845,D011471,0
D015845,D006976,0
D015845,D011928,0
D015845,D012507,0
D015845,D012555,0
D015845,D017492,0
D015845,D018288,0
D015845,D010264,0.311414592
D015845,D011085,0.011084797
D015845,D013700,0.131513322
D015845,D013922,0
D015845,D016553,0.18421994
D015845,D019851,0
D015845,C572845,0
D015845,D014029,0
D015845,D014103,0.263564693
D015845,D011225,0
D015845,C536545,0.127414542
D015845,C536406,0.31444938
D015845,D014277,0.137628577
D015845,C565346,0.129876185
D015845,D003093,0
D015845,D001750,0.295646177
D015845,D014648,0
D015845,D001327,0.016214737
D015845,D056725,0
D015845,D009396,0
D015845,D014927,0.010410389
D015845,C536000,0.265040527
D015845,D000326,0.222069846
D015845,D000347,0
D015845,D002549,0.121477172
D015845,D000744,0
D015845,C562385,0
D015845,C535382,0.020662968
D015845,C535387,0.016227813
D015845,D002915,0
D015845,C565935,0.101602755
D015845,C565933,0.318548368
D015845,C565932,0.318548368
D015845,C538013,0.305145249
D015845,D008175,0.005017344
D015845,D002178,0
D015845,D002311,0.012138217
D015845,D002311,0.012138217
D015845,C565881,0.135586461
D015845,C538280,0.321851556
D015845,C535858,0
D015845,C565850,0.318544508
D015845,C565679,0.263564693
D015845,C565678,0.37334792
D015845,C565672,0.222542634
D015845,D003414,0
D015845,D003550,0
D015845,C535765,0
D015845,D003554,0
D015845,D003555,0
D015845,D003922,0
D015845,D001927,0.253452161
D015845,D004695,0
D015845,D004760,0
D015845,D005166,0
D015845,D005776,0.127257128
D015845,D005776,0.127257128
D015845,D005776,0.127257128
D015845,D006828,0
D015845,D001606,0
D015845,D006030,0
D015845,D005317,0.113399287
D015845,C535758,0.129801545
D015845,D006689,0
D015845,D006932,0.14296584
D015845,D007566,0.008828667
D015845,C565498,0
D015845,C565494,0.359844673
D015845,D000075262,0
D015845,D012614,0
D015845,D005058,0
D015845,C538603,0
D015845,D011559,0.132671281
D015845,D007918,0
D015845,D006646,0
D015845,C565441,0
D015845,D054221,0.137058588
D015845,C565429,0
D015845,C565423,0.335945394
D015845,D010505,0
D015845,C536988,0.198142104
D015845,D009157,0.152611418
D015845,D009182,0
D015845,D055728,0
D015845,D009101,0
D015845,D020190,0.114142765
D015845,D020194,0.106361683
D015845,D009230,0
D015845,D009404,0
D015845,D009447,0
D015845,D052536,0.103019749
D015845,D052556,0.109603228
D015845,C536420,0.353854326
D015845,D012516,0
D015845,C535282,0.328511988
D015845,C564906,0.28716089
D015845,C564899,0.32127032
D015845,C564894,0.318548368
D015845,C538556,0.234669164
D015845,C537286,0.299940807
D015845,D011087,0
D015845,D053579,0
D015845,C562688,0
D015845,C564862,0
D015845,D015212,0
D015845,D008228,0
D015845,C564847,0.343751762
D015845,D018232,0
D015845,C535865,0.381888342
D015845,D053713,0
D015845,C563236,0.018564971
D015845,D013915,0
D015845,D006111,0.297676254
D015845,C536928,0.195084133
D015845,C562794,0
D015845,C535393,0.318548368
D015845,D056729,0
D015845,D020915,0.244659613
D015845,D006527,0.129044778
D015845,C536746,0.119058532
D015845,D000326,0.222069846
D015845,D020326,0.115718336
D015845,D003922,0
D015845,C564714,0
D015845,D015794,0.231023758
D015845,C580192,0.247680915
D015845,D003919,0.011166816
D015845,D056889,0
D015845,C536085,0.316874697
D015845,C567924,0.127707017
D015845,C564118,0.189907361
D015845,C562901,0.00518131
D015845,D016649,0
D015845,C536692,0.373461002
D015845,D017241,0.111927514
D015845,C564015,0.168744245
D015845,C564005,0
D015845,D011470,0
D015845,D020734,0.185291217
D015845,D004832,0.12947459
D015845,D016481,0
D015845,C563959,0
D015845,C563949,0.25849938
D015845,C535697,0.099981806
D015845,C563933,0
D015845,D053206,0
D015845,D010911,0.155068239
D015845,D002764,0
D015845,D001249,0
D015845,C563439,0
D015845,C563401,0.360560849
D015845,C563371,0
D015845,C563352,0
D015845,C537243,0
D015845,C566652,0.115064791
D015845,D015470,0
D015845,D009765,0.253486425
D015845,C566645,0
D015845,D005902,0.302374813
D015845,D008180,0
D015845,C535698,0.099981806
D015845,C535699,0.099981806
D015845,C566603,0
D015845,C566602,0
D015845,D007896,0
D015845,D010001,0
D015845,C566578,0.176145041
D015845,C536546,0.294457938
D015845,C566552,0.168744245
D015845,D004915,0
D015845,C566530,0.299940807
D015845,C566404,0
D015845,C566395,0
D015845,D006111,0.297676254
D015845,C565798,0
D015845,C536253,0
D015845,D020190,0.114142765
D015845,D004831,0.137684997
D015845,C565728,0.176145041
D015845,D008180,0
D015845,D008180,0
D015845,C565325,0.176145041
D015845,C565292,0
D015845,C565291,0
D015845,C535516,0
D015845,D009290,0.173267783
D015845,C565280,0
D015845,D056693,0
D015845,C565238,0.168744245
D015845,C535500,0.112258364
D015845,C564676,0.360560849
D015845,D046152,0
D015845,C535428,0.267867659
D015845,C536596,0.176145041
D015845,D010300,0.168744245
D015845,D065631,0
D015845,D002446,0
D015845,C537217,0.115064791
D015845,D004374,0
D015845,C537583,0.362752517
D015845,D020325,0.11861409
D015845,D020326,0.115718336
D015845,D020325,0.11861409
D015845,D020326,0.115718336
D015845,C563817,0.131539087
D015845,D052537,0.103843116
D015845,C536119,0.109603228
D015845,C562694,0.165612743
D015845,D004832,0.12947459
D015845,C565811,0.286377656
D015845,C562694,0.165612743
D015845,D017681,0
D015845,C564345,0.168744245
D015845,C564330,0.281409445
D015845,D010003,0
D015845,C564306,0.127257128
D015845,D001925,0.177473743
D015845,C564296,0.218607392
D015845,C535499,0.303084331
D015845,C564274,0.114940261
D015845,D015464,0
D015845,D010282,0
D015845,C564258,0
D015845,D008180,0
D015845,C563924,0
D015845,C538261,0.131539087
D015845,C563897,0.003633118
D015845,C563838,0.316930029
D015845,C563834,0.176145041
D000224,D000437,0.008124332
D000224,C537057,0.018985151
D000224,D000544,0.00972651
D000224,C536595,0.00972651
D000224,D054179,0.209016978
D000224,D004057,0
D000224,C531622,0.425320324
D000224,D020181,0
D000224,D001327,0.568110103
D000224,D000505,0
D000224,D005764,0
D000224,D015451,0.255505827
D000224,D001749,0.004407237
D000224,C562419,0.017778063
D000224,C566188,0
D000224,D017488,0
D000224,D001943,0.023520834
D000224,D015179,0.023729667
D000224,D006528,0.008648961
D000224,C567779,0
D000224,D001145,0.027123046
D000224,D020936,0
D000224,D020936,0
D000224,D007644,0
D000224,D046589,0
D000224,C565115,0.022036446
D000224,C562379,0.013279214
D000224,D020790,0.245725823
D000224,C565101,0.338722605
D000224,C564219,0.338722605
D000224,C565100,0.471510463
D000224,D003924,0.338722605
D000224,D009103,0.432239329
D000224,C565080,0.018319892
D000224,D020961,0
D000224,C536698,0
D000224,D004715,0
D000224,D003966,0
D000224,C565054,0.010866218
D000224,D004828,0.00119707
D000224,D010787,0
D000224,D020195,0
D000224,D004938,0.003505743
D000224,C565034,0
D000224,C565025,0.009449966
D000224,D006467,0
D000224,C565024,0.009449966
D000224,C565023,0.009449966
D000224,D005198,0
D000224,D005258,0.347698805
D000224,D005351,0
D000224,D006970,0
D000224,D013274,0.010357735
D000224,C564239,0
D000224,D005879,0
D000224,C564234,0
D000224,D005902,0
D000224,D005910,0.015577146
D000224,D018310,0.266983937
D000224,D050031,0.314233912
D000224,D010003,0.009331799
D000224,D006392,0
D000224,D006816,0
D000224,D005878,0
D000224,C562999,0
D000224,D006938,0
D000224,D006938,0
D000224,D006945,0
D000224,D006950,0
D000224,D006938,0
D000224,D006954,0
D000224,D002292,0
D000224,C564164,0
D000224,D000075222,0
D000224,C564156,0
D000224,C535694,0
D000224,D006953,0
D000224,C562785,0.306399198
D000224,C537156,0.296288828
D000224,C537907,0.296288828
D000224,D019578,0
D000224,D016112,0
D000224,D007154,0.423922797
D000224,C535932,0.036645642
D000224,D000699,0
D000224,D007299,0
D000224,D012514,0
D000224,D007627,0
D000224,D007873,0
D000224,D007948,0
D000224,D015451,0.255505827
D000224,D018459,0
D000224,D008180,0.456879982
D000224,C562479,0
D000224,D008269,0
D000224,C535695,0
D000224,C535696,0
D000224,C535507,0.011347458
D000224,D008575,0
D000224,C563591,0.015526245
D000224,D020326,0
D000224,D008945,0
D000224,D020254,0
D000224,D009041,0
D000224,D049310,0
D000224,D009220,0.001284228
D000224,C563534,0
D000224,C562889,0
D000224,C563498,0.015526245
D000224,C535351,0
D000224,D010003,0.009331799
D000224,C536051,0
D000224,D010024,0.006989442
D000224,D010033,6.05E-05
D000224,C563476,0
D000224,D010300,0.006107864
D000224,D010300,0.006107864
D000224,D010300,0.006107864
D000224,D000752,0
D000224,D010673,0
D000224,D010916,0
D000224,D005359,0
D000224,D011125,0
D000224,C562464,0.010357735
D000224,C566757,0.028324737
D000224,D011471,0.013319918
D000224,D006976,0.000778719
D000224,D011928,0
D000224,D012507,0.023501199
D000224,D012555,0
D000224,D017492,0
D000224,D018288,0
D000224,D010264,0
D000224,D011085,0.285670403
D000224,D013700,0.372439234
D000224,D013922,0
D000224,D016553,0.383528454
D000224,D019851,0.002903761
D000224,C572845,0
D000224,D014029,0
D000224,D014103,0
D000224,D011225,0
D000224,C536545,0
D000224,C536406,0
D000224,D014277,0
D000224,C565346,0
D000224,D003093,0
D000224,D001750,0
D000224,D014648,0
D000224,D001327,0.568110103
D000224,D056725,0
D000224,D009396,0
D000224,D014927,0
D000224,C536000,0
D000224,D000326,0.630309085
D000224,D000347,0
D000224,D002549,0.364874817
D000224,D000744,0.400610996
D000224,C562385,0
D000224,C535382,0.025920589
D000224,C535387,0.036967092
D000224,D002915,0
D000224,C565935,0.186694983
D000224,C565933,0.022036446
D000224,C565932,0.016139169
D000224,C538013,0
D000224,D008175,0.025756623
D000224,D002178,0
D000224,D002311,0
D000224,D002311,0
D000224,C565881,0.016139169
D000224,C538280,0.016139169
