Disease,Protein
D015473,Q6FGT0
D000505,Q9UKJ6
D001321,Q9UKJ6
D001943,Q9UKJ6
D006528,Q9UKJ6
D006973,Q9UKJ6
D007247,Q9UKJ6
D007333,Q9UKJ6
D007938,Q9UKJ6
D008175,Q9UKJ6
D011471,Q9UKJ6
D001943,Q96II5
D000544,Q7LC44
D019970,Q7LC44
D009069,Q7LC44
D001259,Q6P1Q5
D001249,P15514
D001943,P15514
D002289,P15514
D002294,P15514
D004715,P15514
D006258,P15514
D017202,P15514
D010051,P15514
D011658,P15514
D013274,P15514
D001943,P84077
D009361,P84077
D002658,Q9NP61
D009422,Q9NP61
D013274,Q8N6H7
D001249,P05089
D056486,P05089
D004195,P05089
D009135,P05089
D011230,P05089
D001249,P78540
D006333,P78540
D006976,P78540
D009336,P78540
D009410,P78540
D011471,P78540
D001281,Q86T21
D006528,Q6P4F7
D004715,Q9P2N2
D008106,Q7Z6I6
D009369,Q92619
D013274,Q13017
D003329,Q9BRR9
D008106,Q9BRR9
D001943,P52565
D009362,P52565
D054058,P52566
D008106,P52566
D015430,Q9NZN5
D006528,Q8N4T4
D008175,Q12774
D011471,Q12774
D006528,Q8NFD5
D004827,Q8NFD5
D006528,Q8WV72
D011471,Q8WV72
D006528,Q99856
D011471,Q05CG0
D001172,Q14865
D064420,Q14865
D054198,Q14865
D008106,Q969Q4
D010051,Q969Q4
D008545,P36404
D008545,Q96KC2
D011471,Q15041
D008106,Q96BM9
D008106,Q9P291
D001281,Q5T2E8
D056486,Q9UH46
D015179,Q9UH46
D004715,Q9UH46
D008103,Q9UH46
D008545,Q9UH46
D009374,Q9UH46
D054198,Q9UH46
D001281,Q86TN1
D008103,P49407
D019969,Q68DZ5
D008106,Q68DZ5
D001943,Q96B67
D001943,Q5T4W7
D004195,Q5T4W7
D011537,Q5T4W7
D001289,Q9HBK9
D002658,Q9HBK9
D007333,Q9HBK9
D008175,Q9HBK9
D048629,Q9HBK9
D012559,Q9HBK9
D001749,Q9HBK9
D001281,Q13510
D008064,Q13510
D008106,Q13510
D008107,Q9NR71
D001749,Q8WWA4
D002292,Q8WXK1
D009422,P50553
D003110,Q99929
D008545,Q9Y294
D006528,Q9NVP2
D008113,Q9NR48
D011471,Q9NR48
D001930,P78348
D002545,P78348
D007249,P78348
D001321,Q16515
D007249,Q16515
D007249,Q9UHC3
D008545,P42127
D012878,P42127
D001321,P46597
D008064,P08243
D008106,P08243
D008113,P08243
D000707,Q86U10
D000740,Q86U10
D006528,Q86U10
D002769,Q86U10
D005334,Q86U10
D006417,Q86U10
D007970,Q86U10
D013921,Q86U10
D014839,Q86U10
D006528,Q4G1H2
D008106,Q6P528
D010003,Q6P528
D003925,Q5T6L6
D008107,Q5T6L6
D017114,Q5T6L6
D001930,Q96BL7
D015473,Q76L82
D009190,Q76L82
D015470,Q76L83
D001749,Q76L83
D004827,Q9C0F0
D011471,Q49AP3
D011471,Q5SV16
D009369,P15336
D002289,Q7Z567
D009202,Q7Z567
D002471,Q7Z567
D003921,Q7Z567
D003924,Q7Z567
D020244,Q7Z567
D008106,Q7Z567
D008113,Q7Z567
D009422,Q7Z567
D010051,Q7Z567
D010523,Q7Z567
D011471,Q7Z567
D005234,Q6ICP0
D000860,Q6ICP0
D009336,Q6ICP0
D013119,Q6ICP0
D005910,Q9Y2D1
D003117,P18850
D020795,P18850
D013736,Q6VMQ6
D001943,Q9H0Y0
D008175,Q9BSB4
D000740,Q7Z3H3
D056486,Q7Z3H3
D006529,Q7Z3H3
D053609,Q7Z3H3
D008103,Q7Z3H3
D009336,Q7Z3H3
D010051,Q7Z3H3
D013119,Q7Z3H3
D015431,Q7Z3H3
D001172,P31939
D001766,P31939
D064420,P31939
D010024,P31939
D001943,Q96QM9
D006528,Q96QM9
D002294,Q96QM9
D002311,Q96QM9
D002386,Q96QM9
D005355,Q96QM9
D015451,Q96QM9
D008103,Q96QM9
D008545,Q96QM9
D009203,Q96QM9
D009369,Q96QM9
D010190,Q96QM9
D011297,Q96QM9
D011471,Q96QM9
D013274,Q96QM9
D001749,Q96QM9
D018487,Q96QM9
D056486,Q96SQ7
D015179,Q6IBA3
D006973,Q6IBA3
D008175,Q6IBA3
D008106,Q6PEW3
D009410,Q8N4D4
D010300,Q8N4D4
D010302,Q8N4D4
D020734,Q8N4D4
D000236,Q5TC05
D006973,Q5TC05
D009203,Q5TC05
D017202,Q5TC05
D015428,Q5TC05
D006973,Q58I22
D004421,Q58I21
D006333,Q58I21
D010003,Q58I21
D020734,Q58I21
D018487,Q58I21
D015470,Q6LEU2
D019966,Q6LEU2
D005910,Q58I19
D006332,P16615
D003921,P16615
D003924,P16615
D006331,P16615
D006333,P16615
D015428,P16615
D013226,P16615
D018487,P16615
D000236,Q93084
D003921,Q93084
D003924,Q93084
D002386,Q58F24
D003324,Q58F24
D006973,Q58F24
D000236,Q16720
D006973,Q16720
D000544,P25705
D058186,P06576
D000860,P06576
D065626,P06576
D011230,P06576
D001749,P30049
D002277,Q9UII2
D005234,Q9UII2
D015674,Q9UII2
D008325,Q9UII2
D006331,P56385
D006331,P18859
D003920,Q9B2V5
D018149,Q9B2V5
D006984,Q9B2V5
D001943,Q52LC2
D013274,Q8N8Y2
D010003,P21281
D056486,Q8N5Z9
D008106,Q8N5Z9
D000740,Q762B6
D001259,Q762B6
D003110,Q762B6
D004195,Q762B6
D006130,Q762B6
D006461,Q762B6
D006976,Q762B6
D008114,Q762B6
D009461,Q762B6
D010243,Q762B6
D049188,Q762B6
D012008,Q762B6
D012640,Q762B6
D014202,Q762B6
D001943,Q9HBD9
D002277,Q9HBD9
D015179,Q9HBD9
D004195,Q9HBD9
D050171,Q9HBD9
D005234,Q9HBD9
D006505,Q9HBD9
D007249,Q9HBD9
D007680,Q9HBD9
D008103,Q9HBD9
D008107,Q9HBD9
D017114,Q9HBD9
D008113,Q9HBD9
D008114,Q9HBD9
D010051,Q9HBD9
D011471,Q9HBD9
D019970,Q7Z6L4
D009765,Q5TC12
D011471,Q9H6X2
D019465,Q86U63
D005910,Q86U63
D006130,Q86U63
D009190,Q86U63
D010190,Q86U63
D001281,Q96FF1
D019636,Q96FF1
D012164,Q96FF1
D009410,Q4VBR4
D009422,P0DMR3
D001943,Q5QPD4
D006528,Q5QPD4
D015179,Q5QPD4
D007680,Q5QPD4
D008325,Q5QPD4
D008545,Q5QPD4
D010523,Q5QPD4
D011471,Q5QPD4
D006528,Q96GD4
D013274,Q96GD4
D003924,Q75MQ7
D004827,Q75MQ7
D002289,Q9NQS1
D058186,Q9UMM9
D000647,Q9UMM9
D000787,Q9UMM9
D001145,Q9UMM9
D001321,Q9UMM9
D009202,Q9UMM9
D062787,Q9UMM9
D006471,Q9UMM9
D006333,Q9UMM9
D006930,Q9UMM9
D006973,Q9UMM9
D006975,Q9UMM9
D007010,Q9UMM9
D007022,Q9UMM9
D007177,Q9UMM9
D007511,Q9UMM9
D008569,Q9UMM9
D010146,Q9UMM9
D011141,Q9UMM9
D011618,Q9UMM9
D012559,Q9UMM9
D012769,Q9UMM9
D013375,Q9UMM9
D008175,Q5T686
D001321,P37288
D009202,P30518
D018500,P30518
D006130,P30518
D006333,P30518
D009846,P30518
D002311,Q9BRF5
D003110,Q9BRF5
D015179,Q9BRF5
D004195,Q9BRF5
D017202,Q9BRF5
D020257,Q9BRF5
D002289,P30530
D003928,P30530
D007680,P30530
D008106,P30530
D009361,P30530
D009362,P30530
D009374,P30530
D010190,P30530
D000230,P25311
D008175,P25311
D011471,P25311
D012852,P25311
D058186,Q16446
D001327,Q16446
D064420,Q16446
D006331,Q16446
D007674,Q16446
D016403,Q16446
D011471,Q16446
D011507,Q16446
D065626,Q9P2W7
D019465,Q5U676
D001172,Q9NY97
D001172,Q6UX72
D019465,Q9UBV7
D008106,Q9UPM9
D015470,Q8WXS3
D010051,Q9NWV8
D000544,Q8IYC8
D015470,Q7Z6Q0
D002546,Q92934
D007938,Q92934
D011471,Q92934
D001943,Q99933
D010300,Q9UL15
D001172,Q9UHR4
D003110,Q16611
D008114,Q16611
D009203,Q16611
D009410,Q16611
D006332,Q13145
D006333,Q13145
D008103,Q13145
D008180,Q8NDB2
D001943,Q96TC6
D002292,Q96TC6
D003110,Q96TC6
D006258,Q96TC6
D007680,Q96TC6
D007938,Q96TC6
D008113,Q96TC6
D008175,Q96TC6
D008654,Q96TC6
D010051,Q96TC6
D010190,Q96TC6
D011471,Q96TC6
D013274,Q96TC6
D013736,Q96TC6
D001749,Q96TC6
D014594,Q96TC6
D001943,Q99728
D002277,P80723
D015674,P80723
D008325,P80723
D008545,Q8N1L9
D058186,Q8WXU1
D000544,Q8WXU1
D001943,Q8WXU1
D002543,Q8WXU1
D056486,Q8WXU1
D003110,Q8WXU1
D015179,Q8WXU1
D003921,Q8WXU1
D003924,Q8WXU1
D004938,Q8WXU1
D007511,Q8WXU1
D009203,Q8WXU1
D015428,Q8WXU1
D009410,Q8WXU1
D054198,Q8WXU1
D011471,Q8WXU1
D011471,Q9UIF9
D002545,Q9BXH1
D002051,Q9BXH1
D004938,Q9BXH1
D008114,Q9BXH1
D008106,Q1KLT3
D009361,Q6P5Z4
D010190,Q6P5Z4
D011471,Q6P5Z4
D011471,Q05CL3
D002779,P54687
D015430,P54687
D000544,Q96HL2
D001049,Q96HL2
D001943,Q96HL2
D002292,Q96HL2
D066126,Q96HL2
D019970,Q96HL2
D003072,Q96HL2
D064420,Q96HL2
D004830,Q96HL2
D005909,Q96HL2
D006948,Q96HL2
D015228,Q96HL2
D009103,Q96HL2
D020258,Q96HL2
D009765,Q96HL2
D010243,Q96HL2
D010291,Q96HL2
D010302,Q96HL2
D011041,Q96HL2
D011183,Q96HL2
D012640,Q96HL2
D013610,Q96HL2
D008223,Q9C0K0
D054218,Q9C0K0
D000230,Q96PA0
D000236,Q96PA0
D000544,Q96PA0
D001249,Q96PA0
D001321,Q96PA0
D001943,Q96PA0
D002277,Q96PA0
D002471,Q96PA0
D002543,Q96PA0
D003110,Q96PA0
D015179,Q96PA0
D003921,Q96PA0
D003924,Q96PA0
D007172,Q96PA0
D004938,Q96PA0
D006258,Q96PA0
D006973,Q96PA0
D007859,Q96PA0
D015451,Q96PA0
D015470,Q96PA0
D008114,Q96PA0
D016403,Q96PA0
D008228,Q96PA0
D008569,Q96PA0
D009101,Q96PA0
D009203,Q96PA0
D009336,Q96PA0
D009410,Q96PA0
D054218,Q96PA0
D011471,Q96PA0
D015427,Q96PA0
D001749,Q96PA0
D001172,Q16548
D001943,Q16548
D004938,Q16548
D000236,Q9H1R6
D002277,Q9H1R6
D006528,Q9H1R6
D002543,Q9H1R6
D003921,Q9H1R6
D003924,Q9H1R6
D007172,Q9H1R6
D006258,Q9H1R6
D034381,Q9H1R6
D008107,Q9H1R6
D008114,Q9H1R6
D008175,Q9H1R6
D009101,Q9H1R6
D009203,Q9H1R6
D020258,Q9H1R6
D010190,Q9H1R6
D013274,Q9H1R6
D050197,P20749
D050171,P20749
D008228,Q16413
D010051,Q1JQ81
D006528,Q9BYV7
D007680,Q6W2J9
D015464,Q6QJE9
D008106,Q6QJE9
D009336,Q6QJE9
D009374,Q6QJE9
D054198,Q6QJE9
D056486,Q02338
D008106,Q02338
D003921,P46663
D006930,P46663
D007249,P46663
D010146,P46663
D013163,P46663
D058186,P30411
D001172,P30411
D009202,P30411
D056486,P30411
D004195,P30411
D005119,P30411
D006470,P30411
D006930,P30411
D006940,P30411
D006973,P30411
D007022,P30411
D007249,P30411
D010146,P30411
D013927,P30411
D000544,Q6YNR1
D019969,Q6YNR1
D001321,Q6YNR1
D001714,Q6YNR1
D001930,Q6YNR1
D002545,Q6YNR1
D019970,Q6YNR1
D003638,Q6YNR1
D003866,Q6YNR1
D004827,Q6YNR1
D004830,Q6YNR1
D006556,Q6YNR1
D000860,Q6YNR1
D007249,Q6YNR1
D009410,Q6YNR1
D009422,Q6YNR1
D010300,Q6YNR1
D011618,Q6YNR1
D012559,Q6YNR1
D012640,Q6YNR1
D013226,Q6YNR1
D013274,Q6YNR1
D013375,Q6YNR1
D001930,Q14457
D003110,Q14457
D008175,Q14457
D009203,Q14457
D013119,Q14457
D013226,Q14457
D002289,Q6ZU67
D001281,Q8N1M1
D002779,Q9NWD9
D001249,P02818
D011471,P02818
D001172,P21810
D001943,P21810
D008106,P21810
D008325,P21810
D008175,Q8TAT1
D012893,Q8TAT1
D003924,Q93088
D008228,Q93088
D009436,Q93088
D002972,Q9H2M3
D008106,Q96FU2
D006528,P55957
D013274,P55957
D000544,Q9BTH3
D001943,Q13490
D007938,Q13490
D013274,Q13490
D005234,Q13489
D007938,Q13489
D008106,Q13489
D001749,Q13489
D009369,Q9NR09
D002292,Q6R308
D001172,Q05D26
D008180,Q05D26
D008106,Q6QNY1
D008180,Q6BDS2
D002779,P53004
D008106,P53004
D056486,P30043
D013274,P30043
D015451,Q96LC9
D008106,Q96LC9
D005909,Q5T8Z6
D005910,Q5T8Z6
D009190,Q5T8Z6
D009389,Q5T8Z6
D001847,P12643
D001943,P12643
D066126,P12643
D015179,P12643
D011297,P12643
D013274,P12643
D014511,P12643
D001172,Q53XC5
D001943,Q53XC5
D015179,Q53XC5
D010003,Q53XC5
D010024,Q53XC5
D001172,Q4VBA3
D010003,Q4VBA3
D004715,Q9NQQ8
D008106,Q9NQQ8
D011471,Q9NQQ8
D011658,Q9NQQ8
D013274,Q9NQQ8
D006528,Q8N8U9
D009293,Q8N8U9
D019465,P36894
D001943,Q13873
D006976,Q13873
D002972,Q06HC7
D019465,Q06HC7
D010051,Q06HC7
D009101,Q6NVY4
D011471,Q6NVY4
D013274,Q6NVY4
D015179,Q96DN7
D015179,Q8N9W6
D013274,Q6DKJ9
D012559,Q96B45
D019966,Q96DR5
D001749,Q86TN2
D006528,Q75MQ8
D015179,Q75MQ8
D003924,Q75MQ8
D005910,Q75MQ8
D007680,Q75MQ8
D008113,Q75MQ8
D008175,Q75MQ8
D008545,Q75MQ8
D009374,Q75MQ8
D011471,Q75MQ8
D013964,Q75MQ8
D009203,Q7Z569
D001943,Q9UE29
D002277,Q9UE29
D002471,Q9UE29
D015674,Q9UE29
D008325,Q9UE29
D009369,Q9UE29
D010051,Q9UE29
D010190,Q9UE29
D011471,Q9UE29
D001943,Q9H4L3
D005910,Q9H4L3
D008175,Q9H4L3
D010051,Q9H4L3
D010190,Q9H4L3
D011471,Q9H4L3
D005909,P25440
D000505,Q6PIS5
D056486,Q6PIS5
D003110,Q6PIS5
D005909,Q6PIS5
D006965,Q6PIS5
D006976,Q6PIS5
D011471,Q6PIS5
D013964,Q6PIS5
D004715,Q9H0E9
D001943,Q3SYD8
D001943,Q9P0J6
D010051,Q9P0J6
D009361,Q9HCU9
D009362,Q9HCU9
D011471,P55201
D009845,Q9NSI6
D004195,Q96G97
D009845,Q96G97
D006528,Q54A51
D002292,Q54A51
D004938,Q54A51
D008545,Q54A51
D009361,Q54A51
D009362,Q54A51
D009374,Q54A51
D010190,Q54A51
D006331,Q9UPA5
D008171,Q10588
D010300,Q10588
D012148,Q96Q07
D001321,P43251
D056486,P43251
D009101,Q6IBC8
D012559,Q6IBC8
D006528,P78543
D002292,Q6IAU3
D002779,Q6IAU3
D001943,P78410
D006528,Q9BXX5
D015179,Q9BXX5
D008545,Q7L1Q6
D004195,Q75MG1
D015451,Q9P2W6
D008545,Q9H3H3
D006528,Q8N912
D010051,Q9NSK7
D019966,Q8NEA5
D001281,Q5T7R7
D005076,P02745
D008106,P02745
D008180,P02745
D013262,P02745
D008103,Q6LDZ7
D008106,Q6LDZ7
D017202,Q6LDZ7
D001943,Q07021
D008106,P02747
D065626,P02747
D013262,P02747
D004715,P00736
D001327,P09871
D003882,Q95IG1
D003924,Q8NCU7
D058186,P01024
D056486,P01024
D003924,P01024
D064420,P01024
D015433,P01024
D011695,P01024
D020244,P01024
D007333,P01024
D002546,P01024
D001321,Q9UNU2
D001327,Q9UNU2
D003875,Q9UNU2
D002779,Q8IY42
D010538,P01031
D008106,P21730
D012772,P21730
D008106,Q8TCS7
D008581,Q05CV2
D008581,Q05CV3
D008106,P07360
D006528,Q9UGI4
D003882,Q9UGI4
D004890,Q9UGI4
D009293,Q9UGI4
D005128,Q96LT7
D009410,Q96LT7
D000230,P00915
D013274,P00915
D008175,Q9NXM9
D000230,P00918
D006528,P00918
D010024,P00918
D013274,P00918
D056486,P07451
D008106,P07451
D009765,P07451
D002289,Q16790
D006976,Q16790
D000860,Q16790
D015464,Q16790
D006529,Q8IVU9
D006332,Q05C66
D015179,Q8TDN4
D001259,Q9UN69
D004832,Q9UN69
D010523,Q9HBI4
D001008,Q86XX1
D001145,Q86XX1
D001321,Q86XX1
D001714,Q86XX1
D003865,Q86XX1
D006973,Q86XX1
D007003,Q86XX1
D017880,Q86XX1
D011595,Q86XX1
D000236,Q01668
D001714,Q01668
D001919,Q01668
D003638,Q01668
D004195,Q01668
D006327,Q01668
D012804,Q01668
D013617,Q01668
D001321,Q9NYY7
D064420,Q9NYY7
D004832,Q9NYY7
D006930,Q9NYY7
D010523,Q9NYY7
D012131,Q13698
D003110,Q9UIU0
D006930,Q9UIU0
D006973,Q9UIU0
D009437,Q9UIU0
D010146,Q9UIU0
D001259,Q9NY47
D002819,Q9NY47
D004832,Q9NY47
D034381,Q9NY47
D007247,Q9NY47
D001259,Q9NZA2
D004829,Q9NZA2
D015179,Q86Y37
D001321,Q9BY67
D001943,Q9BY67
D003866,Q9BY67
D028361,Q9BY67
D001321,Q86UW7
D056486,Q86UW7
D002779,Q86UW7
D019966,Q86UW7
D007674,P05937
D001169,P06881
D001321,P06881
D002375,P06881
D004195,P06881
D004487,P06881
D006930,P06881
D006934,P06881
D006948,P06881
D006973,P06881
D006976,P06881
D007249,P06881
D008881,P06881
D010003,P06881
D011471,P06881
D011658,P06881
D008881,P10092
D015179,Q13137
D006934,P30988
D010024,P30988
D001172,Q9NYG1
D001749,Q8IU99
D000544,Q96HY3
D019970,Q96HY3
D015430,Q96HY3
D019970,Q96HY3
D008175,P27482
D015179,P27797
D017202,P27797
D009361,P27797
D011471,P27797
D001281,Q6IAW5
D009361,Q6IAW5
D001289,Q9NYX4
D004195,Q9NYX4
D008569,Q9NYX4
D019970,Q8IWE0
D006529,Q8IWE0
D006930,Q8IWE0
D028361,Q8IWE0
D019970,Q75LA8
D011605,Q75LA8
D012559,Q75LA8
D001281,Q4G1A8
D008106,Q4G1A8
D017202,Q4G1A8
D019970,Q16566
D009422,Q8N5S9
D010051,Q8IZW1
D011471,Q8IZW1
D002658,Q7Z624
D007859,Q7Z624
D019957,Q7Z624
D018908,Q7Z624
D004890,Q96JM3
D056486,P27824
D017202,P27824
D056486,Q5T0S3
D010024,Q5T0S3
D006528,P40123
D002292,Q9BPX3
D015470,Q9BPX3
D008106,Q9BPX3
D008545,P07384
D009369,P07384
D003924,Q9HC96
D003072,P17655
D015470,P17655
D011471,P04632
D054058,Q7L4N0
D002277,Q7L4N0
D015674,Q7L4N0
D008325,Q7L4N0
D002292,Q9BXL7
D016403,Q9BXL7
D011565,Q9BXL6
D002289,P57730
D002294,P57730
D006073,Q9Y2G2
D003324,Q9NXV6
D011565,Q86X55
D001008,Q16568
D019970,Q16568
D006930,Q16568
D006980,Q16568
D009765,Q16568
D002277,Q5JS79
D002526,Q5JS79
D002972,Q5JS79
D015674,Q5JS79
D008325,Q5JS79
D000419,Q5FBZ0
D020138,Q5FBZ0
D006967,Q5FBZ0
D007249,Q5FBZ0
D007333,Q5FBZ0
D007674,Q5FBZ0
D008106,Q5FBZ0
D009103,Q5FBZ0
D015428,Q5FBZ0
D009765,Q5FBZ0
D011014,Q5FBZ0
D013226,Q5FBZ0
D008228,Q92851
D008545,Q92851
D012878,Q92851
D013274,Q92851
D008106,Q6UXS9
D015428,Q6UXS9
D002292,P42575
D000544,P42574
D002545,P42574
D002543,P42574
D003921,P42574
D003924,P42574
D003925,P42574
D003929,P42574
D004487,P42574
D009203,P42574
D015428,P42574
D009410,P42574
D009422,P42574
D020258,P42574
D015427,P42574
D018805,P42574
D013119,P42574
D013226,P42574
D013345,P42574
D008106,P49662
D012559,P49662
D001943,Q5SVL2
D015470,Q5SVL2
D008106,Q5SVL2
D015428,Q5SVL2
D000230,Q6NVI2
D001943,Q6NVI2
D006528,Q6NVI2
D002289,Q6NVI2
D002543,Q6NVI2
D015179,Q6NVI2
D003924,Q6NVI2
D004487,Q6NVI2
D004938,Q6NVI2
D008175,Q6NVI2
D008545,Q6NVI2
D028361,Q6NVI2
D015428,Q6NVI2
D054198,Q6NVI2
D015427,Q6NVI2
D012878,Q6NVI2
D013226,Q6NVI2
D013274,Q6NVI2
D002583,Q6NVI2
D002545,Q5JRU8
D004487,Q5JRU8
D002546,Q5JRU8
D015428,Q5JRU8
D009422,Q5JRU8
D010523,Q5JRU8
D011471,Q5JRU8
D006934,Q86UN7
D006996,Q86UN7
D000544,Q9NQ75
D017114,Q86YM9
D009205,Q86YM9
D009336,Q86YM9
D018487,Q86YM9
D001281,Q86V15
D011471,Q86V15
D020521,Q86V15
D000014,Q6IB77
D001169,Q6IB77
D001172,Q6IB77
D001249,Q6IB77
D001321,Q6IB77
D002545,Q6IB77
D001943,Q6IB77
D006528,Q6IB77
D002289,Q6IB77
D009202,Q6IB77
D066126,Q6IB77
D002471,Q6IB77
D056486,Q6IB77
D002779,Q6IB77
D003865,Q6IB77
D003920,Q6IB77
D003921,Q6IB77
D003924,Q6IB77
D003929,Q6IB77
D004409,Q6IB77
D004487,Q6IB77
D005234,Q6IB77
D005910,Q6IB77
D006333,Q6IB77
D006505,Q6IB77
D006940,Q6IB77
D006973,Q6IB77
D006980,Q6IB77
D007022,Q6IB77
D007676,Q6IB77
D008180,Q6IB77
D016403,Q6IB77
D008654,Q6IB77
D009203,Q6IB77
D015428,Q6IB77
D009336,Q6IB77
D009361,Q6IB77
D009362,Q6IB77
D009369,Q6IB77
D065626,Q6IB77
D011230,Q6IB77
D047928,Q6IB77
D011565,Q6IB77
D011654,Q6IB77
D011655,Q6IB77
D011658,Q6IB77
D015427,Q6IB77
D012640,Q6IB77
D013226,Q6IB77
D013276,Q6IB77
D001749,Q6IB77
D001281,Q2TNI1
D001943,Q2TNI1
D006332,Q2TNI1
D003921,Q2TNI1
D006973,Q2TNI1
D008106,Q2TNI1
D008175,Q2TNI1
D009362,Q2TNI1
D010051,Q2TNI1
D011471,Q2TNI1
D011658,Q2TNI1
D013262,Q2TNI1
D013274,Q2TNI1
D015430,Q2TNI1
D001172,Q53X57
D001281,Q53X57
D011471,Q53X57
D006332,P56539
D003921,P56539
D006330,P56539
D015430,Q6NZI2
D002972,Q13951
D006330,Q13951
D015470,Q13951
D002658,P22681
D006130,P22681
D014657,P22681
D004681,Q13191
D009103,Q13191
D012559,P27352
D006976,Q8IUK8
D006528,P16152
D009202,P16152
D003110,P16152
D007676,P16152
D011471,P16152
D002318,Q5CCK7
D003924,Q5CCK7
D020138,Q5CCK7
D006973,Q5CCK7
D008228,Q5CCK7
D008545,Q5CCK7
D011471,Q9Y654
D015179,Q6I9T7
D006528,Q6UXH8
D008106,Q96EE4
D008113,Q9H6E4
D011230,Q9H6E4
D012559,Q6PK04
D000544,Q05CP8
D008545,Q8NA47
D056486,Q76M96
D016403,Q9H6F5
D019966,Q05D28
D003327,Q53HC0
D003924,Q53HC0
D019969,Q5STF0
D011471,Q5STF0
D000855,Q6FG82
D002375,Q6FG82
D004409,Q6FG82
D005334,Q6FG82
D005767,Q6FG82
D006948,Q6FG82
D007249,Q6FG82
D008107,Q6FG82
D019954,Q6FG82
D020258,Q6FG82
D010195,Q6FG82
D012640,Q6FG82
D013276,Q6FG82
D014474,Q6FG82
D019970,P32239
D006930,P32239
D009771,P32239
D016584,P32239
D013375,P32239
D004715,P22362
D005921,P22362
D006976,P22362
D009395,P22362
D001249,Q6I9T4
D002545,Q6I9T4
D004342,Q6I9T4
D004715,Q6I9T4
D006967,Q6I9T4
D007249,Q6I9T4
D011014,Q6I9T4
D011658,Q6I9T4
D006528,Q16627
D006967,Q92583
D011014,Q92583
D002471,P55774
D008175,P55774
D006967,Q6IBD6
D011014,Q6IBD6
D001249,P13500
D050197,P13500
D001930,P13500
D002545,P13500
D002294,P13500
D066126,P13500
D002318,P13500
D056486,P13500
D003324,P13500
D003928,P13500
D064420,P13500
D016889,P13500
D005234,P13500
D005921,P13500
D006333,P13500
D006930,P13500
D006943,P13500
D006946,P13500
D006967,P13500
D006973,P13500
D006976,P13500
D020244,P13500
D007249,P13500
D007333,P13500
D007676,P13500
D008103,P13500
D008106,P13500
D008107,P13500
D055370,P13500
D024821,P13500
D009101,P13500
D017202,P13500
D015428,P13500
D009361,P13500
D009395,P13500
D009436,P13500
D009765,P13500
D007752,P13500
D011014,P13500
D029424,P13500
D011658,P13500
D015427,P13500
D012128,P13500
D012559,P13500
D013226,P13500
D013964,P13500
D001943,P78556
D003110,P78556
D003921,P78556
D006967,P78556
D008114,P78556
D009103,P78556
D009362,P78556
D010190,P78556
D011014,P78556
D012871,P78556
D001172,Q5VZ73
D050197,P10147
D002545,P10147
D006528,P10147
D003110,P10147
D005921,P10147
D006967,P10147
D007249,P10147
D055370,P10147
D017202,P10147
D009361,P10147
D011658,P10147
D015427,P10147
D013226,P10147
D012871,P16619
D050197,Q7M4M2
D002545,Q7M4M2
D064420,Q7M4M2
D005921,Q7M4M2
D006967,Q7M4M2
D007249,Q7M4M2
D055370,Q7M4M2
D017202,Q7M4M2
D011014,Q7M4M2
D011658,Q7M4M2
D012871,Q7M4M2
D001249,P13501
D005921,P13501
D008105,P13501
D008106,P13501
D009361,P13501
D011658,P13501
D002779,Q7Z7Q8
D005921,Q7Z7Q8
D006967,Q7Z7Q8
D020244,Q7Z7Q8
D009395,Q7Z7Q8
D011014,Q7Z7Q8
D001172,P80075
D006967,P80075
D011014,P80075
D001172,P20248
D006528,P20248
D008175,P20248
D000230,P29279
D001172,P29279
D005923,P29279
D006333,P29279
D006973,P29279
D007247,P29279
D008103,P29279
D008106,P29279
D008171,P29279
D008175,P29279
D011297,P29279
D011658,P29279
D006528,P78396
D008106,P20248
D006528,P14635
D002289,P14635
D000230,Q6FI00
D001932,Q6FI00
D001943,Q6FI00
D002277,Q6FI00
D006528,Q6FI00
D002294,Q6FI00
D002295,Q6FI00
D002471,Q6FI00
D003110,Q6FI00
D015179,Q6FI00
D016889,Q6FI00
D004938,Q6FI00
D006965,Q6FI00
D007680,Q6FI00
D007938,Q6FI00
D008113,Q6FI00
D008114,Q6FI00
D008175,Q6FI00
D015674,Q6FI00
D008325,Q6FI00
D009101,Q6FI00
D017202,Q6FI00
D009374,Q6FI00
D011230,Q6FI00
D011471,Q6FI00
D013274,Q6FI00
D013964,Q6FI00
D001749,Q6FI00
D002583,Q6FI00
D006332,P30279
D003110,P30279
D015179,P30279
D003924,P30279
D005355,P30279
D015470,P30279
D017202,P30279
D010051,P30279
D011471,P30279
D054218,Q5T8J1
D001943,P24864
D006528,P24864
D010051,P24864
D012008,P24864
D001749,P24864
D004715,Q8WUE3
D006528,P41002
D008106,P51959
D008175,P51959
D001943,P51946
D002277,P51946
D002289,P51946
D003110,P51946
D004938,P51946
D005909,P51946
D008113,P51946
D015674,P51946
D008325,P51946
D010051,P51946
D011471,P51946
D006528,Q5U003
D003110,Q5U003
D006967,Q5U003
D008107,Q5U003
D011014,Q5U003
D013226,P46092
D056486,P41597
D006967,P41597
D008107,P41597
D011014,P41597
D011658,P41597
D013226,P41597
D011658,Q96T97
D013226,Q96T97
D002545,Q9ULM6
D005910,Q9ULM6
D008113,Q9ULM6
D058186,Q9UN28
D003110,Q9UN28
D015179,Q9UN28
D009362,Q9UN28
D009374,Q9UN28
